"","97.bam","105.bam","113.bam","91.bam","99.bam","107.bam"
"Cluster_9729",103,416,90,346,664,418
"Cluster_9730",42,88,23,77,38,110
"Cluster_9731",1,5,2,8,10,10
"Cluster_9732",4,40,7,36,86,38
"Cluster_9733",6,30,7,21,60,39
"Cluster_9734",5,75,9,52,92,65
"Cluster_9735",5,14,3,18,10,6
"Cluster_9736",5,20,1,16,25,12
"Cluster_9737",10,31,4,24,38,28
"Cluster_9738",4,26,3,12,25,16
"Cluster_9739",1,6,0,7,18,8
"Cluster_9740",30,241,8,109,195,233
"Cluster_9741",8,25,0,9,24,13
"Cluster_9742",16,44,6,53,101,63
"Cluster_9743",3,6,1,17,11,11
"Cluster_9744",6,15,1,25,5,32
"Cluster_9745",7,4,0,10,10,14
"Cluster_9746",12,59,5,58,84,60
"Cluster_9747",1,12,0,5,13,8
"Cluster_9748",13,55,2,41,60,37
"Cluster_9749",1,8,0,11,14,7
"Cluster_9750",16,61,3,47,85,31
"Cluster_9751",52,195,14,114,270,136
"Cluster_9752",7,34,6,22,36,32
"Cluster_9753",3,5,2,3,10,12
"Cluster_9754",4,6,6,3,12,6
"Cluster_9755",47,281,35,224,627,275
"Cluster_9756",6,28,1,31,63,30
"Cluster_9757",3,9,0,5,28,8
"Cluster_9758",4,26,3,26,68,27
"Cluster_9759",20,70,17,111,144,121
"Cluster_9760",4,4,2,8,8,10
"Cluster_9761",1,5,0,9,7,10
"Cluster_9762",1,5,2,11,6,13
"Cluster_9763",6,4,1,5,33,3
"Cluster_9764",5,15,1,29,118,32
"Cluster_9765",5,10,1,16,16,8
"Cluster_9766",3,15,1,14,26,10
"Cluster_9767",0,8,1,8,10,8
"Cluster_9768",4,8,1,12,11,8
"Cluster_9769",8,12,2,14,30,8
"Cluster_9770",3,29,1,12,29,11
"Cluster_9771",46,65,9,43,55,85
"Cluster_9772",35,46,9,46,19,58
"Cluster_9773",2138,8467,894,4953,4965,6397
"Cluster_9774",1,7,0,12,11,17
"Cluster_9775",1,7,0,4,21,6
"Cluster_9776",47,162,23,155,265,173
"Cluster_9777",47,67,9,82,86,81
"Cluster_9778",4,9,2,13,28,26
"Cluster_9779",3,10,2,11,17,10
"Cluster_9780",1,6,1,14,7,7
"Cluster_9781",144,559,49,333,706,402
"Cluster_9782",0,7,1,8,7,9
"Cluster_9783",16,22,4,21,30,27
"Cluster_9784",7,25,0,34,19,20
"Cluster_9785",83,1517,65,232,58,263
"Cluster_9786",146,285,119,97,109,235
"Cluster_9787",5,33,1,24,51,21
"Cluster_9788",3,11,2,25,7,9
"Cluster_9789",21,52,1,23,27,24
"Cluster_9790",7,9,0,10,5,9
"Cluster_9791",6,8,4,7,5,20
"Cluster_9792",40,114,4,79,86,104
"Cluster_9793",12,63,7,54,28,42
"Cluster_9794",5,33,0,15,13,29
"Cluster_9795",48,175,16,118,119,160
"Cluster_9796",29,49,6,38,9,55
"Cluster_9797",5,18,1,17,4,12
"Cluster_9798",4,15,3,11,29,18
"Cluster_9799",8,29,2,44,24,20
"Cluster_9800",8,32,2,35,71,31
"Cluster_9801",41205,179106,3954,138940,128022,147848
"Cluster_9802",10,38,0,20,45,43
"Cluster_9803",34,92,14,116,181,124
"Cluster_9804",8,20,3,27,60,33
"Cluster_9805",1,6,0,4,13,6
"Cluster_9806",24,72,112,74,52,140
"Cluster_9807",12,34,9,41,81,47
"Cluster_9808",21,22,3,19,28,18
"Cluster_9809",32,11,3,11,16,14
"Cluster_9810",10,20,9,44,30,63
"Cluster_9811",7,9,0,10,10,17
"Cluster_9812",4,8,3,7,15,14
"Cluster_9813",2,21,0,12,37,17
"Cluster_9814",239,1368,163,911,1502,1012
"Cluster_9815",0,8,1,14,4,10
"Cluster_9816",41,199,6,104,237,134
"Cluster_9817",32,106,22,70,118,76
"Cluster_9818",3,20,6,15,15,19
"Cluster_9819",131,694,73,505,775,527
"Cluster_9820",15,96,11,46,145,59
"Cluster_9821",6,23,0,16,37,13
"Cluster_9822",7,11,0,9,17,9
"Cluster_9823",52,39,69,83,27,162
"Cluster_9824",3917,7161,1041,4521,1575,5916
"Cluster_9825",4,20,2,18,24,6
"Cluster_9826",46,122,13,126,146,149
"Cluster_9827",0,9,0,7,20,11
"Cluster_9828",11,45,5,31,66,37
"Cluster_9829",9,14,1,17,45,18
"Cluster_9830",66,339,34,326,685,350
"Cluster_9831",2,7,0,5,9,6
"Cluster_9832",7,26,0,14,12,35
"Cluster_9833",1,16,4,4,16,6
"Cluster_9834",15,45,2,31,98,22
"Cluster_9835",6,13,4,10,23,5
"Cluster_9836",3,5,0,9,10,5
"Cluster_9837",4,4,3,2,22,10
"Cluster_9838",4,24,0,24,69,31
"Cluster_9839",28,61,17,15,7,22
"Cluster_9840",31,183,25,194,512,239
"Cluster_9841",10,26,4,7,54,23
"Cluster_9842",8,22,1,14,34,14
"Cluster_9843",11,15,5,21,34,26
"Cluster_9844",26,30,9,32,32,39
"Cluster_9845",31,69,7,65,99,77
"Cluster_9846",80,229,21,200,334,235
"Cluster_9847",10,32,1,26,50,32
"Cluster_9848",3,11,0,8,17,11
"Cluster_9849",2,11,1,13,24,5
"Cluster_9850",68,349,24,341,894,379
"Cluster_9851",3,18,0,16,30,21
"Cluster_9852",2,10,3,7,10,14
"Cluster_9853",5,16,4,11,12,16
"Cluster_9854",3,4,4,12,0,15
"Cluster_9855",15,38,1,24,55,41
"Cluster_9856",50,128,28,147,189,142
"Cluster_9857",2,16,1,11,17,6
"Cluster_9858",31,115,16,97,136,113
"Cluster_9859",5,23,2,19,30,11
"Cluster_9860",36,57,34,14,23,75
"Cluster_9861",9,53,6,43,84,42
"Cluster_9862",43,182,20,145,273,150
"Cluster_9863",14,48,1,30,84,42
"Cluster_9864",3,30,2,19,77,39
"Cluster_9865",11,44,7,40,61,49
"Cluster_9866",5,16,1,27,18,26
"Cluster_9867",60,230,22,171,394,210
"Cluster_9868",25,45,5,81,78,88
"Cluster_9869",0,3,1,36,5,16
"Cluster_9870",318,1097,143,966,1810,1164
"Cluster_9871",63,94,21,77,73,102
"Cluster_9872",33,66,15,57,94,70
"Cluster_9873",29,120,19,87,152,105
"Cluster_9874",261,442,81,582,1171,732
"Cluster_9875",7,25,3,24,34,18
"Cluster_9876",23,77,15,73,104,90
"Cluster_9877",171,676,116,661,1365,741
"Cluster_9878",52,130,17,161,151,152
"Cluster_9879",178,684,61,624,1425,699
"Cluster_9880",6,34,18,48,53,96
"Cluster_9881",3,3,1,6,19,16
"Cluster_9882",1,20,0,9,28,7
"Cluster_9883",8,26,0,41,61,42
"Cluster_9884",48,238,38,222,419,227
"Cluster_9885",35,60,23,117,35,125
"Cluster_9886",4979,4755,720,2520,661,3042
"Cluster_9887",58,175,19,126,237,162
"Cluster_9888",100,395,76,673,1396,765
"Cluster_9889",0,9,2,5,8,12
"Cluster_9890",19,92,9,51,94,72
"Cluster_9891",115,255,46,259,407,296
"Cluster_9892",17,16,8,34,14,31
"Cluster_9893",45,90,30,103,22,128
"Cluster_9894",18,79,16,65,123,93
"Cluster_9895",19,26,8,19,57,43
"Cluster_9896",27,68,12,50,105,53
"Cluster_9897",20,136,23,124,271,127
"Cluster_9898",6,2,0,16,8,12
"Cluster_9899",3,5,0,3,16,4
"Cluster_9900",0,8,0,5,15,11
"Cluster_9901",51,89,20,70,119,83
"Cluster_9902",5601,7263,8452,11548,15370,7610
"Cluster_9903",38,116,45,149,107,141
"Cluster_9904",150,699,41,463,902,516
"Cluster_9905",6,15,6,14,21,16
"Cluster_9906",4,2,1,9,21,5
"Cluster_9907",7,7,4,5,25,15
"Cluster_9908",2,22,3,27,22,24
"Cluster_9909",0,1,0,7,14,4
"Cluster_9910",26,91,3,47,98,50
"Cluster_9911",7,58,2,19,46,23
"Cluster_9912",31,116,8,105,168,148
"Cluster_9913",9,18,3,14,43,9
"Cluster_9914",37,127,6,132,279,117
"Cluster_9915",14,50,4,45,83,35
"Cluster_9916",16,70,16,88,109,82
"Cluster_9917",1,15,0,15,34,19
"Cluster_9918",12,62,13,48,85,55
"Cluster_9919",13,39,1,25,30,44
"Cluster_9920",103,294,49,267,327,333
"Cluster_9921",4,13,0,18,7,14
"Cluster_9922",5,17,7,47,94,46
"Cluster_9923",0,0,0,9,8,6
"Cluster_9924",12,50,4,22,54,27
"Cluster_9925",3,8,2,9,22,11
"Cluster_9926",5,16,1,17,38,13
"Cluster_9927",8,35,3,14,27,22
"Cluster_9928",3,9,1,17,17,19
"Cluster_9929",15,28,6,48,68,44
"Cluster_9930",3,4,0,7,10,6
"Cluster_9931",4,24,5,13,38,27
"Cluster_9932",54,289,32,228,540,225
"Cluster_9933",58,399,24,193,361,200
"Cluster_9934",5,34,4,11,30,27
"Cluster_9935",6,45,0,23,57,25
"Cluster_9936",41,185,17,150,352,151
"Cluster_9937",21,42,8,33,48,65
"Cluster_9938",10,36,1,21,31,20
"Cluster_9939",1,10,0,7,21,3
"Cluster_9940",8,41,3,41,59,28
"Cluster_9941",7,31,0,14,29,13
"Cluster_9942",3,7,14,14,8,9
"Cluster_9943",2,12,3,7,18,6
"Cluster_9944",27,74,11,71,129,85
"Cluster_9945",157,621,71,487,890,520
"Cluster_9946",17,60,6,49,61,40
"Cluster_9947",27,146,7,83,197,113
"Cluster_9948",8,13,0,5,8,16
"Cluster_9949",1,5,1,12,23,10
"Cluster_9950",226,186,83,0,111,187
"Cluster_9951",19,33,4,30,77,43
"Cluster_9952",32,139,11,90,259,106
"Cluster_9953",169,342,59,274,241,381
"Cluster_9954",47,258,17,59,121,83
"Cluster_9955",15,39,9,43,65,52
"Cluster_9956",8,46,5,39,87,41
"Cluster_9957",13,49,7,36,89,51
"Cluster_9958",5,18,0,14,41,9
"Cluster_9959",110,446,56,356,866,401
"Cluster_9960",68,275,32,238,576,249
"Cluster_9961",3,24,1,19,53,28
"Cluster_9962",18,93,8,72,203,98
"Cluster_9963",99,605,49,431,896,420
"Cluster_9964",8,36,2,31,69,32
"Cluster_9965",5,22,3,29,23,38
"Cluster_9966",5,26,3,24,50,36
"Cluster_9967",7,48,2,40,61,43
"Cluster_9968",5,25,3,35,17,35
"Cluster_9969",1,14,5,13,9,18
"Cluster_9970",29,74,15,73,13,95
"Cluster_9971",618,820,44,813,919,1167
"Cluster_9972",68,241,22,223,493,244
"Cluster_9973",0,217,7,13,25,28
"Cluster_9974",12,45,2,32,60,48
"Cluster_9975",3,16,3,8,22,18
"Cluster_9976",166,84,99,52,13,214
"Cluster_9977",6,17,0,17,34,15
"Cluster_9978",11,83,4,51,99,57
"Cluster_9979",11,56,3,44,64,34
"Cluster_9980",10,6,5,12,4,20
"Cluster_9981",34,81,11,105,55,86
"Cluster_9982",79,217,17,177,252,250
"Cluster_9983",1,7,2,9,12,9
"Cluster_9984",12,100,9,65,81,80
"Cluster_9985",6,6,1,16,2,15
"Cluster_9986",9,48,5,27,11,47
"Cluster_9987",1518,2928,530,2964,1934,3080
"Cluster_9988",18,59,3,61,98,58
"Cluster_9989",13,20,5,31,125,36
"Cluster_9990",21,51,11,118,291,128
"Cluster_9991",46,103,5,68,163,76
"Cluster_9992",16,45,9,45,48,66
"Cluster_9993",61,158,42,154,127,235
"Cluster_9994",8,9,2,21,23,10
"Cluster_9995",4,20,15,34,17,18
"Cluster_9996",54,157,17,138,254,151
"Cluster_9997",1,10,2,11,4,22
"Cluster_9998",11,28,2,24,46,34
"Cluster_9999",41,118,17,109,195,131
"Cluster_10000",13,20,1,13,31,47
"Cluster_10001",14,36,5,32,55,48
"Cluster_10002",6,21,3,15,27,15
"Cluster_10003",13,47,3,18,66,35
"Cluster_10004",2,3,2,6,2,15
"Cluster_10005",39,46,23,75,57,112
"Cluster_10006",1,3,2,12,8,9
"Cluster_10007",0,3,0,8,10,4
"Cluster_10008",3,7,1,15,29,15
"Cluster_10009",2,16,0,8,17,19
"Cluster_10010",77,372,24,271,353,236
"Cluster_10011",13,54,0,40,58,39
"Cluster_10012",169,692,53,508,1030,625
"Cluster_10013",36,181,23,123,248,179
"Cluster_10014",7,11,1,13,14,14
"Cluster_10015",49,267,24,213,581,246
"Cluster_10016",8,46,1,35,79,36
"Cluster_10017",50,115,7,108,135,138
"Cluster_10018",23,49,14,48,23,65
"Cluster_10019",3,3,0,8,7,14
"Cluster_10020",110,234,11,69,15,82
"Cluster_10021",6,30,5,20,38,21
"Cluster_10022",35,142,8,114,267,104
"Cluster_10023",13,48,2,52,82,48
"Cluster_10024",3,24,4,20,40,28
"Cluster_10025",89,418,47,352,893,400
"Cluster_10026",78,208,39,192,440,222
"Cluster_10027",6,8,1,11,5,14
"Cluster_10028",1,22,0,22,45,30
"Cluster_10029",8,48,13,51,38,56
"Cluster_10030",2,70,8,46,156,50
"Cluster_10031",13,43,3,39,70,48
"Cluster_10032",37,76,15,73,36,85
"Cluster_10033",10,15,11,8,2,20
"Cluster_10034",10,21,7,32,95,42
"Cluster_10035",13,20,3,18,6,11
"Cluster_10036",61,38,2,117,78,132
"Cluster_10037",6,1,1,18,13,19
"Cluster_10038",115,463,35,461,353,509
"Cluster_10039",4,18,4,12,10,11
"Cluster_10040",3,12,5,7,10,12
"Cluster_10041",2,8,1,12,20,14
"Cluster_10042",44,218,12,121,400,133
"Cluster_10043",24,132,14,85,225,97
"Cluster_10044",6,15,0,15,24,11
"Cluster_10045",6,13,2,9,22,13
"Cluster_10046",10,28,3,30,58,32
"Cluster_10047",40,139,11,105,160,140
"Cluster_10048",10,32,5,22,24,18
"Cluster_10049",456,1126,88,1038,918,1019
"Cluster_10050",8,35,8,23,56,47
"Cluster_10051",8,44,3,34,79,48
"Cluster_10052",1,10,1,13,13,10
"Cluster_10053",27,160,17,106,218,112
"Cluster_10054",10,14,0,9,10,5
"Cluster_10055",5,20,0,6,6,10
"Cluster_10056",25,57,1,25,51,23
"Cluster_10057",21,35,4,37,69,45
"Cluster_10058",13,40,9,41,65,41
"Cluster_10059",10,26,3,28,57,25
"Cluster_10060",17,36,2,36,79,30
"Cluster_10061",27,27,10,37,52,38
"Cluster_10062",6,47,11,13,40,41
"Cluster_10063",18,85,8,80,117,63
"Cluster_10064",2733,3306,653,1495,1291,2369
"Cluster_10065",0,5,0,4,15,4
"Cluster_10066",2,7,0,6,10,11
"Cluster_10067",2,3,1,7,14,2
"Cluster_10068",35,9,2,6,12,8
"Cluster_10069",1,7,3,7,18,8
"Cluster_10070",4,15,3,20,38,27
"Cluster_10071",52,79,32,141,54,142
"Cluster_10072",26,45,6,59,88,80
"Cluster_10073",8,10,6,12,8,15
"Cluster_10074",14,34,5,23,50,33
"Cluster_10075",5,15,2,14,21,9
"Cluster_10076",12,38,4,32,48,48
"Cluster_10077",12,27,5,41,48,55
"Cluster_10078",25,226,19,157,279,147
"Cluster_10079",112,402,49,325,520,405
"Cluster_10080",7,32,5,26,29,20
"Cluster_10081",13,22,10,45,56,54
"Cluster_10082",6,20,5,26,36,19
"Cluster_10083",12,26,6,30,32,34
"Cluster_10084",0,8,0,5,14,4
"Cluster_10085",5,9,0,16,16,16
"Cluster_10086",6,44,4,35,49,35
"Cluster_10087",77,296,44,246,494,246
"Cluster_10088",2,15,0,10,17,8
"Cluster_10089",2,12,0,9,13,5
"Cluster_10090",5,11,0,3,12,9
"Cluster_10091",384,926,125,754,1459,863
"Cluster_10092",31,81,27,79,29,123
"Cluster_10093",7,15,0,9,10,12
"Cluster_10094",21,63,11,48,45,63
"Cluster_10095",30,94,11,53,166,75
"Cluster_10096",49,219,23,149,271,192
"Cluster_10097",9,30,9,34,32,38
"Cluster_10098",69,337,32,347,602,336
"Cluster_10099",15,15,5,31,14,43
"Cluster_10100",14,8,4,12,5,13
"Cluster_10101",119,35,51,26,3,50
"Cluster_10102",1,29,0,12,40,23
"Cluster_10103",4,37,4,22,52,25
"Cluster_10104",22,96,12,75,186,77
"Cluster_10105",82,457,10,210,348,444
"Cluster_10106",4,10,1,8,25,8
"Cluster_10107",39,116,15,96,227,111
"Cluster_10108",22,36,12,37,38,42
"Cluster_10109",19,84,16,80,137,85
"Cluster_10110",2,20,1,10,23,22
"Cluster_10111",3,30,3,19,39,13
"Cluster_10112",8,38,5,23,138,32
"Cluster_10113",3,6,0,8,8,10
"Cluster_10114",4,12,1,17,20,12
"Cluster_10115",3,8,0,9,5,9
"Cluster_10116",16,38,3,28,38,34
"Cluster_10117",9,75,4,54,82,54
"Cluster_10118",2,5,1,11,9,9
"Cluster_10119",19,78,7,69,81,66
"Cluster_10120",41,134,77,104,111,115
"Cluster_10121",2,13,2,21,52,19
"Cluster_10122",10,51,6,54,129,43
"Cluster_10123",78,126,35,150,126,187
"Cluster_10124",9,32,8,39,81,41
"Cluster_10125",17,45,11,42,105,59
"Cluster_10126",2,31,0,18,20,15
"Cluster_10127",17,57,2,63,65,53
"Cluster_10128",71,270,77,241,468,313
"Cluster_10129",39,130,16,180,286,176
"Cluster_10130",16,56,2,42,84,70
"Cluster_10131",2291,7930,516,6346,13120,8514
"Cluster_10132",56,185,17,163,209,215
"Cluster_10133",6,7,0,12,4,16
"Cluster_10134",21,96,8,47,96,82
"Cluster_10135",3,18,1,11,24,10
"Cluster_10136",59,276,42,166,283,208
"Cluster_10137",5,8,1,13,26,5
"Cluster_10138",11400,20886,3806,20489,17672,22765
"Cluster_10139",2,14,0,7,15,7
"Cluster_10140",5,11,2,8,18,18
"Cluster_10141",0,12,0,3,15,17
"Cluster_10142",7,18,1,18,38,13
"Cluster_10143",18,54,3,41,93,51
"Cluster_10144",34,76,8,69,126,88
"Cluster_10145",6,27,6,39,69,35
"Cluster_10146",10,28,2,16,42,18
"Cluster_10147",8,26,2,10,35,11
"Cluster_10148",9,11,2,6,10,9
"Cluster_10149",3,17,1,12,9,10
"Cluster_10150",0,11,0,5,16,8
"Cluster_10151",3,14,0,6,14,11
"Cluster_10152",5,47,4,31,72,52
"Cluster_10153",1467,2169,285,2920,2375,3149
"Cluster_10154",18,93,10,66,124,95
"Cluster_10155",74,298,19,117,189,157
"Cluster_10156",290,730,121,836,936,1031
"Cluster_10157",7,30,2,31,47,35
"Cluster_10158",9,28,3,15,26,30
"Cluster_10159",7643,5229,9626,15654,8221,6404
"Cluster_10160",10,18,2,33,16,41
"Cluster_10161",3,6,3,15,18,10
"Cluster_10162",2,7,0,13,15,20
"Cluster_10163",56,151,36,127,109,166
"Cluster_10164",117,303,39,246,450,285
"Cluster_10165",204,1300,143,994,1155,1150
"Cluster_10166",5,41,1,24,33,31
"Cluster_10167",9,11,7,14,13,17
"Cluster_10168",6,37,1,24,51,51
"Cluster_10169",2765,1793,846,834,112,1383
"Cluster_10170",1,33,13,25,47,37
"Cluster_10171",6,29,4,15,55,23
"Cluster_10172",2,15,2,9,12,11
"Cluster_10173",3,27,10,12,13,13
"Cluster_10174",1,5,2,4,10,8
"Cluster_10175",2,7,0,10,7,4
"Cluster_10176",5,18,1,11,37,16
"Cluster_10177",11,59,2,51,108,55
"Cluster_10178",6,22,0,24,32,26
"Cluster_10179",16,67,5,49,121,63
"Cluster_10180",7,13,1,6,16,9
"Cluster_10181",0,11,2,13,7,10
"Cluster_10182",5,30,2,15,48,33
"Cluster_10183",10,45,7,26,64,33
"Cluster_10184",5,33,5,35,40,31
"Cluster_10185",3,6,0,2,16,4
"Cluster_10186",6,16,2,19,11,25
"Cluster_10187",23,94,12,77,205,108
"Cluster_10188",12,51,6,35,58,59
"Cluster_10189",11,28,6,17,72,30
"Cluster_10190",3,3,1,3,20,5
"Cluster_10191",9,25,3,31,25,26
"Cluster_10192",0,2,1,9,5,14
"Cluster_10193",12,20,2,25,3,26
"Cluster_10194",14,28,10,33,57,46
"Cluster_10195",3,19,5,8,37,26
"Cluster_10196",331,630,65,476,655,903
"Cluster_10197",6,25,3,14,11,34
"Cluster_10198",8,51,1,48,125,91
"Cluster_10199",16,54,13,39,75,59
"Cluster_10200",11,28,15,32,23,25
"Cluster_10201",18,53,6,37,22,32
"Cluster_10202",5,51,1,30,43,24
"Cluster_10203",8,67,1,21,61,28
"Cluster_10204",3,10,0,5,11,7
"Cluster_10205",3,3,1,9,8,7
"Cluster_10206",57,56,8,66,45,92
"Cluster_10207",33,158,30,207,269,221
"Cluster_10208",30,128,29,94,62,119
"Cluster_10209",1,5,0,7,11,6
"Cluster_10210",5,52,2,18,24,18
"Cluster_10211",108,426,62,359,360,406
"Cluster_10212",4,12,1,19,25,22
"Cluster_10213",7,28,13,18,18,27
"Cluster_10214",9,46,7,58,78,63
"Cluster_10215",2413,6823,687,4446,1381,6541
"Cluster_10216",221,687,125,390,472,501
"Cluster_10217",50,182,39,135,226,159
"Cluster_10218",11,47,10,48,81,63
"Cluster_10219",31,32,3,20,3,22
"Cluster_10220",1758,2178,411,1726,441,2088
"Cluster_10221",24,34,5,15,10,41
"Cluster_10222",22,36,10,23,5,26
"Cluster_10223",3,8,0,15,24,17
"Cluster_10224",7,23,2,17,51,34
"Cluster_10225",15,98,5,77,139,81
"Cluster_10226",2,16,0,15,18,16
"Cluster_10227",7,30,5,44,73,42
"Cluster_10228",4,4,0,15,7,5
"Cluster_10229",0,5,0,4,16,7
"Cluster_10230",0,2,0,7,8,10
"Cluster_10231",46,195,23,144,249,190
"Cluster_10232",27,319,19,151,367,186
"Cluster_10233",2,10,1,10,10,17
"Cluster_10234",8,38,2,27,84,25
"Cluster_10235",176,752,68,566,991,627
"Cluster_10236",1,8,1,13,2,10
"Cluster_10237",7,23,4,27,18,49
"Cluster_10238",467,1079,46,3568,1742,3020
"Cluster_10239",17,42,5,33,23,50
"Cluster_10240",42,231,19,108,253,109
"Cluster_10241",131,491,35,299,560,362
"Cluster_10242",12,37,2,17,79,36
"Cluster_10243",110,206,128,133,145,211
"Cluster_10244",7,15,1,16,45,15
"Cluster_10245",33,124,25,144,249,145
"Cluster_10246",24,131,13,111,166,138
"Cluster_10247",7,37,8,44,98,58
"Cluster_10248",5,11,0,4,17,17
"Cluster_10249",119,407,41,480,561,527
"Cluster_10250",26,70,8,62,122,80
"Cluster_10251",1,30,3,22,61,24
"Cluster_10252",14,127,14,81,170,87
"Cluster_10253",24,83,21,84,131,84
"Cluster_10254",4,15,3,11,8,9
"Cluster_10255",3,13,3,12,22,6
"Cluster_10256",5,18,2,18,34,18
"Cluster_10257",8,32,3,16,25,29
"Cluster_10258",3,8,2,11,14,8
"Cluster_10259",5,37,3,22,52,29
"Cluster_10260",2,9,0,7,18,6
"Cluster_10261",84,548,34,393,1048,404
"Cluster_10262",71,199,48,139,323,200
"Cluster_10263",131,114,6,58,261,53
"Cluster_10264",1,9,2,19,14,6
"Cluster_10265",12,34,15,48,58,63
"Cluster_10266",8,13,3,15,16,20
"Cluster_10267",10,11,1,7,12,13
"Cluster_10268",28,206,19,134,248,144
"Cluster_10269",2,13,0,12,21,11
"Cluster_10270",9,29,2,20,43,25
"Cluster_10271",9,23,3,34,63,36
"Cluster_10272",2,13,2,11,17,14
"Cluster_10273",7,41,8,26,60,44
"Cluster_10274",56,98,10,120,120,115
"Cluster_10275",67,190,32,214,312,232
"Cluster_10276",62,107,9,76,127,88
"Cluster_10277",1,4,0,7,10,12
"Cluster_10278",32,104,22,116,159,153
"Cluster_10279",20,67,17,63,111,73
"Cluster_10280",54,300,16,173,404,184
"Cluster_10281",9,28,2,24,34,38
"Cluster_10282",2,14,1,11,9,14
"Cluster_10283",2,22,4,12,9,12
"Cluster_10284",23,54,13,30,24,50
"Cluster_10285",422,312,157,290,42,384
"Cluster_10286",47,64,21,56,10,83
"Cluster_10287",9,5,4,22,4,19
"Cluster_10288",62,206,27,188,230,210
"Cluster_10289",98,286,31,269,292,311
"Cluster_10290",15,14,10,13,2,32
"Cluster_10291",5,9,4,10,7,12
"Cluster_10292",2,49,0,6,6,19
"Cluster_10293",2,11,1,12,14,13
"Cluster_10294",3,13,0,27,44,39
"Cluster_10295",30,17,24,12,4,32
"Cluster_10296",4,21,5,23,33,29
"Cluster_10297",0,5,0,6,10,7
"Cluster_10298",0,9,5,7,10,12
"Cluster_10299",1,8,0,5,11,10
"Cluster_10300",3,9,0,7,5,13
"Cluster_10301",1,7,0,4,26,1
"Cluster_10302",1,7,0,1,14,5
"Cluster_10303",5,4,0,7,34,4
"Cluster_10304",5,22,0,25,35,30
"Cluster_10305",5,9,2,6,12,13
"Cluster_10306",8,8,6,13,13,10
"Cluster_10307",31,167,19,130,229,161
"Cluster_10308",6,24,1,19,29,34
"Cluster_10309",88,368,58,192,266,252
"Cluster_10310",3,26,1,14,13,19
"Cluster_10311",21,102,9,82,67,62
"Cluster_10312",18,35,0,17,26,28
"Cluster_10313",4,12,4,12,16,6
"Cluster_10314",5,20,1,23,28,20
"Cluster_10315",1,3,0,3,12,10
"Cluster_10316",17,33,10,28,21,39
"Cluster_10317",20,35,11,24,7,46
"Cluster_10318",52,325,24,242,406,266
"Cluster_10319",24,132,10,85,197,101
"Cluster_10320",32,81,36,283,1081,366
"Cluster_10321",2,6,1,9,9,13
"Cluster_10322",0,2,1,5,14,5
"Cluster_10323",2,2,1,5,16,10
"Cluster_10324",3,11,4,10,19,22
"Cluster_10325",11,88,6,55,320,72
"Cluster_10326",3,25,2,23,56,13
"Cluster_10327",4,19,1,12,32,22
"Cluster_10328",6,9,3,12,24,19
"Cluster_10329",0,4,0,6,7,9
"Cluster_10330",6,22,7,21,35,41
"Cluster_10331",2,17,1,12,30,20
"Cluster_10332",27,50,5,108,153,116
"Cluster_10333",2,11,0,15,29,11
"Cluster_10334",21,40,3,30,91,66
"Cluster_10335",15,42,7,39,75,21
"Cluster_10336",37,142,13,132,199,123
"Cluster_10337",11,18,2,16,9,19
"Cluster_10338",9,12,2,8,4,12
"Cluster_10339",29,96,12,52,129,47
"Cluster_10340",1,26,1,6,39,14
"Cluster_10341",7,39,4,24,45,35
"Cluster_10342",1473,3752,1059,1890,791,3302
"Cluster_10343",7,41,6,33,63,44
"Cluster_10344",2,10,2,9,26,17
"Cluster_10345",6,24,2,24,45,22
"Cluster_10346",12,21,2,20,104,22
"Cluster_10347",12,24,6,23,44,39
"Cluster_10348",123,545,53,443,1048,511
"Cluster_10349",42,93,13,104,143,114
"Cluster_10350",6,14,2,25,41,26
"Cluster_10351",3,16,0,10,47,7
"Cluster_10352",26,180,13,126,220,156
"Cluster_10353",9,47,4,24,33,28
"Cluster_10354",4,13,3,73,49,27
"Cluster_10355",420,606,163,403,87,559
"Cluster_10356",67,217,36,176,248,246
"Cluster_10357",255,688,215,492,658,593
"Cluster_10358",50,228,24,133,258,179
"Cluster_10359",155,305,138,441,223,619
"Cluster_10360",2,3,1,8,7,10
"Cluster_10361",1878,3451,964,2099,842,3859
"Cluster_10362",9,50,5,44,105,61
"Cluster_10363",5,17,0,12,3,10
"Cluster_10364",30,45,5,27,47,42
"Cluster_10365",4,12,0,10,17,3
"Cluster_10366",16,52,12,34,51,47
"Cluster_10367",9,34,0,32,46,30
"Cluster_10368",6,14,5,17,20,17
"Cluster_10369",2,2,0,6,6,11
"Cluster_10370",21,29,8,11,7,13
"Cluster_10371",91,119,17,39,13,44
"Cluster_10372",124,390,77,153,45,304
"Cluster_10373",2,9,0,7,0,26
"Cluster_10374",2,5,6,4,2,16
"Cluster_10375",40,78,20,153,242,148
"Cluster_10376",3,17,6,34,75,38
"Cluster_10377",3,10,3,7,15,21
"Cluster_10378",38,72,13,72,63,86
"Cluster_10379",5,14,2,11,8,14
"Cluster_10380",14,86,4,51,128,57
"Cluster_10381",25,145,5,119,203,144
"Cluster_10382",7,15,2,24,41,28
"Cluster_10383",32,98,6,78,168,98
"Cluster_10384",13,25,6,36,12,37
"Cluster_10385",7,21,3,10,6,17
"Cluster_10386",310,325,58,349,557,416
"Cluster_10387",5,15,0,8,10,7
