"","97.bam","105.bam","113.bam","91.bam","99.bam","107.bam"
"Cluster_3454",1,10,1,11,18,21
"Cluster_3455",9,44,6,18,26,28
"Cluster_3456",5,18,1,11,38,8
"Cluster_3457",1,10,4,12,22,9
"Cluster_3458",3,8,0,1,16,12
"Cluster_3459",1,4,0,11,13,10
"Cluster_3460",302,761,115,714,723,870
"Cluster_3461",78,264,21,222,314,223
"Cluster_3462",77,127,43,186,69,220
"Cluster_3463",7,27,2,23,21,16
"Cluster_3464",0,12,1,5,10,7
"Cluster_3465",22,65,8,47,89,53
"Cluster_3466",12,48,6,38,102,40
"Cluster_3467",48,127,29,104,167,158
"Cluster_3468",8,19,3,20,36,31
"Cluster_3469",5,29,3,25,55,31
"Cluster_3470",4,10,1,11,14,18
"Cluster_3471",4,10,7,24,19,22
"Cluster_3472",10,34,4,42,81,48
"Cluster_3473",28,170,16,120,247,148
"Cluster_3474",350,222,272,238,30,569
"Cluster_3475",25,81,23,110,147,98
"Cluster_3476",6,12,0,8,16,10
"Cluster_3477",4,74,6,3,17,11
"Cluster_3478",39,119,17,93,195,148
"Cluster_3479",7,9,1,8,5,13
"Cluster_3480",7,19,3,5,14,16
"Cluster_3481",4,18,2,7,9,11
"Cluster_3482",7,13,0,15,7,15
"Cluster_3483",53,193,17,115,172,139
"Cluster_3484",12,61,1,38,113,66
"Cluster_3485",2,5,1,5,15,8
"Cluster_3486",21,69,3,58,112,56
"Cluster_3487",67,231,39,134,233,181
"Cluster_3488",14,82,11,62,188,86
"Cluster_3489",6,22,5,27,29,31
"Cluster_3490",25,94,14,209,199,249
"Cluster_3491",0,2,0,11,7,4
"Cluster_3492",6,6,0,12,14,11
"Cluster_3493",4,30,5,18,34,20
"Cluster_3494",85,422,19,238,642,282
"Cluster_3495",14,40,1,20,25,14
"Cluster_3496",4,10,1,6,19,12
"Cluster_3497",36,168,15,106,164,160
"Cluster_3498",9,12,5,16,21,22
"Cluster_3499",7066,14953,449,13520,38844,7373
"Cluster_3500",10,29,7,42,43,39
"Cluster_3501",18,135,9,83,129,89
"Cluster_3502",19,36,10,33,60,39
"Cluster_3503",114,471,53,494,776,561
"Cluster_3504",11,15,10,24,4,37
"Cluster_3505",17,38,16,42,6,46
"Cluster_3506",26,122,13,75,125,79
"Cluster_3507",60,183,15,157,347,173
"Cluster_3508",83,155,33,150,46,167
"Cluster_3509",534,1796,168,762,1685,899
"Cluster_3510",1,13,1,3,9,10
"Cluster_3511",887,3880,166,4201,9045,4674
"Cluster_3512",7,18,3,12,45,22
"Cluster_3513",9,13,2,19,18,17
"Cluster_3514",1,6,1,9,7,8
"Cluster_3515",71,241,48,239,320,285
"Cluster_3516",7,36,1,22,53,29
"Cluster_3517",31,152,17,108,157,118
"Cluster_3518",62,279,38,233,545,251
"Cluster_3519",12,65,11,47,114,80
"Cluster_3520",2,21,1,29,39,16
"Cluster_3521",37,149,23,96,182,123
"Cluster_3522",0,7,0,8,15,3
"Cluster_3523",6,9,0,5,26,9
"Cluster_3524",53,225,27,167,376,204
"Cluster_3525",39,183,49,73,146,103
"Cluster_3526",298,112,242,102,39,234
"Cluster_3527",3,11,0,4,8,19
"Cluster_3528",103,420,52,406,681,412
"Cluster_3529",3,4,0,6,12,10
"Cluster_3530",88,417,54,300,610,377
"Cluster_3531",7,36,1,23,102,18
"Cluster_3532",31,25,0,32,34,36
"Cluster_3533",28,171,27,127,172,158
"Cluster_3534",47,251,14,90,228,103
"Cluster_3535",36,209,4,95,190,85
"Cluster_3536",10,31,2,8,22,10
"Cluster_3537",14,59,6,61,69,45
"Cluster_3538",14,101,6,58,138,72
"Cluster_3539",16,119,30,77,271,124
"Cluster_3540",31,181,17,140,349,144
"Cluster_3541",7,26,3,23,24,39
"Cluster_3542",16,68,16,42,93,37
"Cluster_3543",25,40,17,54,10,73
"Cluster_3544",3,8,0,4,23,5
"Cluster_3545",6,17,2,20,54,28
"Cluster_3546",0,16,2,11,25,9
"Cluster_3547",27,69,5,55,123,64
"Cluster_3548",50,35,9,29,44,34
"Cluster_3549",13345,52840,2070,31849,44213,33042
"Cluster_3550",21,92,8,84,166,109
"Cluster_3551",8,46,2,28,47,34
"Cluster_3552",27,75,9,41,97,33
"Cluster_3553",125,408,64,401,668,401
"Cluster_3554",3,9,0,3,13,8
"Cluster_3555",12,36,25,21,34,35
"Cluster_3556",7,25,1,12,22,9
"Cluster_3557",10,13,3,18,22,14
"Cluster_3558",2,12,3,12,7,17
"Cluster_3559",14,28,9,37,9,44
"Cluster_3560",71,209,37,288,367,318
"Cluster_3561",12,43,0,28,19,15
"Cluster_3562",3,9,3,9,12,10
"Cluster_3563",7,25,1,23,48,25
"Cluster_3564",9,48,7,67,59,66
"Cluster_3565",5,12,3,15,5,29
"Cluster_3566",10,47,11,60,45,65
"Cluster_3567",7,42,4,43,81,44
"Cluster_3568",2,9,0,3,13,8
"Cluster_3569",14,27,26,28,32,40
"Cluster_3570",19,63,8,50,45,78
"Cluster_3571",18,25,5,144,125,148
"Cluster_3572",4,13,0,10,27,8
"Cluster_3573",1,11,1,10,30,12
"Cluster_3574",5,9,3,9,31,19
"Cluster_3575",0,9,3,7,15,8
"Cluster_3576",3,9,0,10,17,10
"Cluster_3577",3,20,1,9,22,18
"Cluster_3578",1,12,0,10,11,6
"Cluster_3579",4,26,3,2,14,15
"Cluster_3580",16,168,8,55,106,58
"Cluster_3581",4,24,5,6,28,7
"Cluster_3582",5,12,2,7,4,21
"Cluster_3583",109,285,40,421,501,519
"Cluster_3584",1,4,2,6,10,15
"Cluster_3585",16,90,4,61,111,91
"Cluster_3586",3,22,1,15,37,27
"Cluster_3587",27,116,22,52,35,102
"Cluster_3588",12,12,5,11,3,21
"Cluster_3589",9,23,0,11,8,18
"Cluster_3590",30,87,4,35,34,42
"Cluster_3591",18,126,8,84,105,77
"Cluster_3592",10,33,5,34,36,39
"Cluster_3593",7,17,4,17,26,16
"Cluster_3594",9,10,7,16,7,21
"Cluster_3595",47,149,26,133,271,143
"Cluster_3596",21,44,8,41,47,43
"Cluster_3597",64,134,31,179,121,214
"Cluster_3598",15,29,2,25,5,22
"Cluster_3599",1,9,0,24,13,18
"Cluster_3600",21,140,10,137,255,179
"Cluster_3601",4,21,4,15,36,22
"Cluster_3602",3,13,1,11,33,18
"Cluster_3603",4,11,2,5,11,11
"Cluster_3604",19,49,5,37,14,55
"Cluster_3605",7,31,4,22,22,30
"Cluster_3606",12,42,3,21,32,43
"Cluster_3607",65,186,12,158,95,177
"Cluster_3608",9,18,0,18,11,22
"Cluster_3609",15,48,3,50,80,51
"Cluster_3610",12,24,4,22,48,42
"Cluster_3611",12,40,3,25,65,29
"Cluster_3612",120,50,112,36,33,92
"Cluster_3613",4,8,2,9,17,9
"Cluster_3614",13,24,33,11,11,28
"Cluster_3615",22,47,4,16,17,42
"Cluster_3616",10,47,6,44,54,38
"Cluster_3617",30,105,13,58,103,86
"Cluster_3618",30,164,18,112,234,131
"Cluster_3619",45,91,41,127,43,175
"Cluster_3620",1,6,2,9,14,9
"Cluster_3621",6,29,4,18,37,28
"Cluster_3622",42,122,10,160,300,174
"Cluster_3623",2,6,1,6,10,11
"Cluster_3624",1,28,1,50,1,107
"Cluster_3625",33,80,8,46,10,72
"Cluster_3626",82,411,20,340,814,325
"Cluster_3627",10,56,7,57,93,83
"Cluster_3628",5,23,1,6,14,12
"Cluster_3629",21,71,15,40,67,38
"Cluster_3630",104,338,22,315,493,355
"Cluster_3631",44,212,37,316,771,345
"Cluster_3632",25,108,23,112,184,125
"Cluster_3633",1,1,0,5,13,6
"Cluster_3634",2,5,2,7,34,12
"Cluster_3635",0,5,2,2,22,3
"Cluster_3636",6,10,0,11,49,20
"Cluster_3637",1,0,0,3,23,4
"Cluster_3638",49,133,7,129,298,162
"Cluster_3639",7,50,11,40,78,56
"Cluster_3640",18,42,1,15,19,14
"Cluster_3641",0,20,24,5,2,45
"Cluster_3642",4,7,0,7,18,20
"Cluster_3643",3,14,1,7,33,14
"Cluster_3644",60,348,44,255,530,319
"Cluster_3645",0,9,0,4,19,3
"Cluster_3646",1,7,2,10,9,7
"Cluster_3647",4,5,1,12,10,10
"Cluster_3648",37,75,7,80,53,111
"Cluster_3649",73,228,30,227,119,296
"Cluster_3650",7,20,4,28,25,41
"Cluster_3651",6,17,3,15,7,32
"Cluster_3652",4,13,0,11,13,8
"Cluster_3653",14,10,7,14,9,29
"Cluster_3654",161,367,67,297,397,330
"Cluster_3655",29,72,8,25,29,37
"Cluster_3656",24,22,10,16,3,34
"Cluster_3657",10,6,1,5,1,16
"Cluster_3658",7,9,3,11,1,15
"Cluster_3659",9,23,3,16,4,13
"Cluster_3660",56,91,19,63,33,73
"Cluster_3661",54,99,7,58,70,68
"Cluster_3662",6,25,1,13,23,22
"Cluster_3663",25,45,7,33,71,48
"Cluster_3664",14,45,6,38,86,52
"Cluster_3665",128,275,34,261,377,266
"Cluster_3666",11,10,0,5,18,10
"Cluster_3667",8,21,2,34,42,19
"Cluster_3668",2,10,2,14,29,16
"Cluster_3669",43,98,6,58,114,83
"Cluster_3670",16,44,7,30,42,48
"Cluster_3671",27,132,12,85,203,96
"Cluster_3672",14,72,10,59,153,53
"Cluster_3673",21,84,17,77,111,82
"Cluster_3674",2,16,1,15,34,18
"Cluster_3675",21,52,5,44,100,60
"Cluster_3676",21,45,4,47,116,51
"Cluster_3677",49,166,12,139,261,152
"Cluster_3678",19,58,12,41,55,45
"Cluster_3679",42,131,6,84,195,146
"Cluster_3680",3,15,1,12,36,24
"Cluster_3681",4,12,0,11,9,8
"Cluster_3682",20,23,15,33,16,43
"Cluster_3683",9,19,4,21,30,28
"Cluster_3684",5,10,1,13,25,13
"Cluster_3685",1,10,1,15,26,11
"Cluster_3686",3,23,1,20,51,16
"Cluster_3687",14,137,17,88,122,96
"Cluster_3688",2,2,0,9,14,2
"Cluster_3689",0,5,0,8,7,10
"Cluster_3690",3,19,3,9,25,21
"Cluster_3691",1,30,5,28,51,21
"Cluster_3692",18,40,15,42,48,65
"Cluster_3693",12,78,8,43,108,70
"Cluster_3694",11,55,1,54,80,45
"Cluster_3695",14,61,7,46,131,60
"Cluster_3696",19,92,13,73,151,100
"Cluster_3697",9,33,9,30,43,35
"Cluster_3698",0,10,2,6,13,15
"Cluster_3699",3,16,2,22,22,10
"Cluster_3700",59,219,20,105,219,136
"Cluster_3701",15,21,9,54,12,53
"Cluster_3702",10,22,4,16,51,34
"Cluster_3703",6,8,0,10,7,11
"Cluster_3704",7,13,1,25,23,24
"Cluster_3705",38,108,8,131,126,159
"Cluster_3706",5,18,0,7,11,10
"Cluster_3707",4,19,1,13,22,13
"Cluster_3708",14,12,0,10,6,15
"Cluster_3709",8,6,0,8,5,12
"Cluster_3710",675,1458,252,1041,253,984
"Cluster_3711",0,4,0,6,10,6
"Cluster_3712",16,14,5,11,10,10
"Cluster_3713",7,13,3,21,48,15
"Cluster_3714",5,4,2,12,22,18
"Cluster_3715",52,213,13,168,435,188
"Cluster_3716",2,11,0,8,16,14
"Cluster_3717",18,24,17,13,7,18
"Cluster_3718",8,11,0,19,14,22
"Cluster_3719",244,1221,103,742,923,840
"Cluster_3720",2,10,0,5,12,10
"Cluster_3721",4,15,6,17,36,32
"Cluster_3722",13,63,5,41,86,51
"Cluster_3723",5,33,3,42,68,34
"Cluster_3724",5,14,0,14,24,11
"Cluster_3725",31,101,5,91,153,89
"Cluster_3726",1,8,0,8,6,13
"Cluster_3727",23,125,18,116,163,116
"Cluster_3728",0,6,0,17,3,12
"Cluster_3729",2,7,2,26,6,20
"Cluster_3730",87,296,44,234,477,330
"Cluster_3731",2,8,1,12,15,12
"Cluster_3732",4,3,0,12,9,11
"Cluster_3733",21,96,14,89,191,132
"Cluster_3734",16,67,7,64,140,64
"Cluster_3735",67,249,38,242,574,253
"Cluster_3736",116,512,36,280,526,301
"Cluster_3737",0,11,2,2,17,9
"Cluster_3738",2,15,5,7,16,11
"Cluster_3739",3,18,2,6,13,12
"Cluster_3740",220,925,219,401,210,371
"Cluster_3741",0,24,0,9,19,11
"Cluster_3742",4,60,2,30,48,15
"Cluster_3743",3,12,5,8,19,15
"Cluster_3744",24,81,9,43,73,50
"Cluster_3745",14,27,3,26,14,31
"Cluster_3746",5,45,28,27,50,80
"Cluster_3747",36,302,8,52,139,79
"Cluster_3748",16,73,11,57,93,69
"Cluster_3749",19,42,3,52,41,45
"Cluster_3750",24,83,8,86,77,113
"Cluster_3751",10,34,4,28,28,37
"Cluster_3752",13,29,12,24,58,29
"Cluster_3753",11,20,3,23,45,17
"Cluster_3754",10,26,3,19,22,29
"Cluster_3755",15,31,7,40,72,69
"Cluster_3756",3,5,6,12,20,6
"Cluster_3757",2,14,0,8,15,10
"Cluster_3758",1,29,7,11,33,25
"Cluster_3759",5,7,0,5,12,8
"Cluster_3760",2,18,3,20,36,26
"Cluster_3761",48,85,21,106,107,112
"Cluster_3762",2,10,0,13,21,10
"Cluster_3763",14,15,2,18,15,33
"Cluster_3764",9,44,1,21,6,34
"Cluster_3765",28,69,16,89,35,113
"Cluster_3766",10,32,1,26,24,39
"Cluster_3767",55,170,21,147,251,166
"Cluster_3768",0,14,0,13,16,6
"Cluster_3769",16,83,12,63,138,78
"Cluster_3770",4,45,2,29,67,22
"Cluster_3771",19,78,3,78,103,96
"Cluster_3772",2,15,1,25,42,46
"Cluster_3773",16,27,4,27,49,32
"Cluster_3774",6,9,1,8,25,8
"Cluster_3775",15,9,2,24,11,19
"Cluster_3776",2,3,6,13,3,9
"Cluster_3777",26,39,9,55,87,69
"Cluster_3778",4,31,1,33,47,30
"Cluster_3779",2,31,3,31,64,21
"Cluster_3780",0,16,0,14,27,14
"Cluster_3781",2,10,0,10,17,13
"Cluster_3782",0,42,68,0,75,0
"Cluster_3783",5,7,0,7,0,16
"Cluster_3784",11,18,6,21,9,38
"Cluster_3785",14,36,5,30,16,45
"Cluster_3786",23,59,14,47,29,55
"Cluster_3787",7,9,0,5,13,11
"Cluster_3788",8,16,2,9,10,8
"Cluster_3789",30,49,5,70,111,78
"Cluster_3790",36,69,26,84,84,98
"Cluster_3791",25,128,9,73,207,125
"Cluster_3792",19,76,8,65,90,66
"Cluster_3793",32,92,10,84,99,98
"Cluster_3794",23,103,9,64,150,91
"Cluster_3795",19,61,4,54,94,54
"Cluster_3796",10,77,13,54,104,50
"Cluster_3797",10,26,3,69,121,87
"Cluster_3798",0,0,0,4,12,6
"Cluster_3799",7,23,4,67,75,68
"Cluster_3800",0,1,0,8,8,7
"Cluster_3801",1,10,1,25,16,34
"Cluster_3802",10,10,3,26,27,23
"Cluster_3803",1043,2716,366,2408,3160,2309
"Cluster_3804",27,44,6,48,36,52
"Cluster_3805",6,11,4,7,13,14
"Cluster_3806",4,9,0,12,8,5
"Cluster_3807",3,9,0,6,5,10
"Cluster_3808",0,14,0,49,15,59
"Cluster_3809",1,23,4,21,37,37
"Cluster_3810",2,6,0,1,25,3
"Cluster_3811",1,8,5,11,1,17
"Cluster_3812",57,266,18,143,258,167
"Cluster_3813",103,483,59,757,892,859
"Cluster_3814",28,87,12,99,191,99
"Cluster_3815",5,15,3,14,23,14
"Cluster_3816",9,12,1,16,23,19
"Cluster_3817",53,146,13,164,195,164
"Cluster_3818",14,49,1,38,48,44
"Cluster_3819",1,21,1,10,24,21
"Cluster_3820",13,46,6,46,90,45
"Cluster_3821",3,15,1,9,29,16
"Cluster_3822",17,52,0,31,54,47
"Cluster_3823",4,20,0,14,38,17
"Cluster_3824",10,32,8,22,50,19
"Cluster_3825",5,10,0,12,37,21
"Cluster_3826",0,64,1,17,32,20
"Cluster_3827",1,4,2,8,9,16
"Cluster_3828",9,11,3,4,3,17
"Cluster_3829",49,157,12,132,173,172
"Cluster_3830",38,32,8,29,7,30
"Cluster_3831",16,30,0,10,17,12
"Cluster_3832",24,16,2,12,10,14
"Cluster_3833",28,44,7,25,43,30
"Cluster_3834",76,105,11,85,140,87
"Cluster_3835",29,79,8,88,214,80
"Cluster_3836",105,336,61,396,581,412
"Cluster_3837",11,35,9,34,114,61
"Cluster_3838",11,24,3,25,66,14
"Cluster_3839",14,17,2,21,10,23
"Cluster_3840",7,6,0,6,7,9
"Cluster_3841",35,22,7,41,17,48
"Cluster_3842",14,12,4,16,11,9
"Cluster_3843",16,11,2,23,13,21
"Cluster_3844",112,165,32,155,39,180
"Cluster_3845",53,27,5,59,13,66
"Cluster_3846",17,34,14,26,8,38
"Cluster_3847",7,39,7,23,71,37
"Cluster_3848",279,803,95,528,1075,634
"Cluster_3849",5,13,2,29,11,23
"Cluster_3850",58,194,27,136,313,158
"Cluster_3851",8,32,9,28,41,18
"Cluster_3852",9,79,6,59,90,57
"Cluster_3853",12,47,6,50,70,49
"Cluster_3854",38,133,15,94,143,119
"Cluster_3855",6,66,6,62,3,22
"Cluster_3856",5,30,3,16,39,33
"Cluster_3857",17,101,7,95,198,91
"Cluster_3858",37,203,18,163,409,197
"Cluster_3859",28,97,13,82,232,97
"Cluster_3860",12,34,6,34,82,31
"Cluster_3861",1,2,0,6,15,8
"Cluster_3862",2,1,0,3,23,8
"Cluster_3863",22,110,21,147,221,173
"Cluster_3864",6,32,5,28,46,29
"Cluster_3865",0,8,4,12,19,10
"Cluster_3866",29,71,15,98,78,124
"Cluster_3867",2,9,0,4,11,9
"Cluster_3868",355,658,205,469,464,627
"Cluster_3869",2,12,1,7,20,9
"Cluster_3870",7,19,2,17,35,23
"Cluster_3871",11,22,6,27,35,31
"Cluster_3872",3,14,3,20,42,27
"Cluster_3873",23,60,4,40,73,47
"Cluster_3874",0,6,2,4,8,11
"Cluster_3875",5,6,0,15,4,11
"Cluster_3876",18,11,2,28,21,19
"Cluster_3877",16,50,3,33,26,29
"Cluster_3878",9,47,3,32,50,33
"Cluster_3879",2,11,0,7,12,8
"Cluster_3880",0,3,0,2,21,4
"Cluster_3881",11,38,3,24,45,39
"Cluster_3882",11,35,11,38,79,51
"Cluster_3883",72,309,36,257,455,299
"Cluster_3884",11,17,4,20,32,32
"Cluster_3885",26,66,22,69,83,85
"Cluster_3886",5,9,4,10,2,12
"Cluster_3887",7,13,2,8,3,9
"Cluster_3888",1,6,0,4,11,7
"Cluster_3889",12,67,7,62,127,90
"Cluster_3890",27,114,18,90,145,100
"Cluster_3891",5,7,1,8,22,4
"Cluster_3892",22,55,5,47,90,37
"Cluster_3893",57,243,23,174,410,197
"Cluster_3894",32,123,18,100,168,119
"Cluster_3895",15,99,8,69,145,93
"Cluster_3896",4,26,2,13,24,34
"Cluster_3897",9,25,3,12,21,22
"Cluster_3898",10,21,2,28,16,44
"Cluster_3899",516,1381,133,1043,889,1267
"Cluster_3900",406,1864,185,1935,1171,2377
"Cluster_3901",21,35,3,37,9,65
"Cluster_3902",39,61,28,123,27,144
"Cluster_3903",78,342,40,221,401,256
"Cluster_3904",3,6,0,5,15,6
"Cluster_3905",113,352,39,182,562,208
"Cluster_3906",2,14,1,3,11,12
"Cluster_3907",5,27,2,14,23,13
"Cluster_3908",22,77,4,45,19,56
"Cluster_3909",10,10,4,10,14,5
"Cluster_3910",9,15,0,7,17,12
"Cluster_3911",11,32,0,32,28,40
"Cluster_3912",15,74,10,45,56,54
"Cluster_3913",8,65,17,36,65,43
"Cluster_3914",62,308,12,194,347,222
"Cluster_3915",80,246,36,225,560,301
"Cluster_3916",7,15,2,20,37,36
"Cluster_3917",6,14,2,28,116,33
"Cluster_3918",4,17,0,12,13,17
"Cluster_3919",441,5076,413,5088,1076,7402
"Cluster_3920",21,52,12,57,101,65
"Cluster_3921",19,85,16,74,198,87
"Cluster_3922",18,27,6,30,98,35
"Cluster_3923",7,36,6,44,49,43
"Cluster_3924",6,16,4,29,16,26
"Cluster_3925",1,9,2,10,3,10
"Cluster_3926",10,17,4,27,5,34
"Cluster_3927",11,30,3,22,70,33
"Cluster_3928",1,9,0,8,30,12
"Cluster_3929",21,104,15,92,459,107
"Cluster_3930",17,48,7,60,232,49
"Cluster_3931",131,460,82,512,1282,571
"Cluster_3932",118,438,58,372,831,472
"Cluster_3933",47,139,12,149,306,141
"Cluster_3934",10,40,9,41,93,57
"Cluster_3935",12,44,5,45,80,29
"Cluster_3936",14,36,4,42,100,42
"Cluster_3937",28,77,14,92,91,105
"Cluster_3938",16,21,3,19,24,28
"Cluster_3939",0,5,0,6,12,4
"Cluster_3940",18,33,8,52,21,50
"Cluster_3941",766,2091,400,2029,1980,2477
"Cluster_3942",18,21,1,27,18,30
"Cluster_3943",411,605,142,396,503,466
"Cluster_3944",40,78,12,68,80,80
"Cluster_3945",14,30,9,45,44,54
"Cluster_3946",938,4737,0,1862,3826,1806
"Cluster_3947",6,21,2,22,71,23
"Cluster_3948",7,41,1,40,65,41
"Cluster_3949",5,45,2,34,66,38
"Cluster_3950",0,9,1,4,17,7
"Cluster_3951",28,209,72,126,219,153
"Cluster_3952",6,39,8,29,57,40
"Cluster_3953",65,398,39,320,508,350
"Cluster_3954",27,66,38,77,70,109
"Cluster_3955",11,53,3,29,54,37
"Cluster_3956",33,210,25,122,242,146
"Cluster_3957",1,8,4,2,16,10
"Cluster_3958",0,12,1,8,14,7
"Cluster_3959",11,38,4,21,43,19
"Cluster_3960",4,12,0,6,9,11
"Cluster_3961",64,117,14,84,125,138
"Cluster_3962",109,397,68,372,898,413
"Cluster_3963",853,1384,307,2427,1341,2677
"Cluster_3964",2,17,4,10,26,23
"Cluster_3965",14,73,1,36,76,39
"Cluster_3966",12,38,6,30,51,32
"Cluster_3967",891,1714,636,1704,910,1937
"Cluster_3968",134,599,36,230,271,184
"Cluster_3969",2,13,5,4,6,13
"Cluster_3970",7,4,0,8,11,6
"Cluster_3971",132,300,113,303,49,406
"Cluster_3972",1,11,0,9,13,9
"Cluster_3973",2,19,0,13,16,30
"Cluster_3974",9,32,3,46,60,50
"Cluster_3975",7,15,14,19,18,16
"Cluster_3976",277,601,345,485,585,630
"Cluster_3977",365,1576,110,1077,1852,1172
"Cluster_3978",3,20,0,16,26,19
"Cluster_3979",10,22,6,21,21,32
"Cluster_3980",8,25,10,19,9,41
"Cluster_3981",248,663,124,484,666,698
"Cluster_3982",3,5,1,11,8,12
"Cluster_3983",3,11,2,18,32,23
"Cluster_3984",1,12,2,10,11,5
"Cluster_3985",37,69,10,85,70,93
"Cluster_3986",175,729,93,731,296,607
"Cluster_3987",3,10,7,10,13,9
"Cluster_3988",2,14,1,14,10,18
"Cluster_3989",7055,9850,6160,16428,3767,15512
"Cluster_3990",10,65,5,46,73,49
"Cluster_3991",512639,654468,74025,637819,62598,429820
"Cluster_3992",118,365,50,343,640,358
"Cluster_3993",11,44,3,37,82,43
"Cluster_3994",5,19,2,20,35,33
"Cluster_3995",51,144,18,120,218,141
"Cluster_3996",9,29,5,13,4,21
"Cluster_3997",137,541,86,528,1185,692
"Cluster_3998",78,353,53,298,1026,377
"Cluster_3999",67,294,33,256,585,296
"Cluster_4000",11,67,2,50,76,61
"Cluster_4001",7,22,3,21,31,26
"Cluster_4002",101,529,47,405,821,450
"Cluster_4003",18,86,7,20,56,37
"Cluster_4004",3,15,2,4,10,8
"Cluster_4005",12,48,7,36,93,46
"Cluster_4006",2,7,4,9,9,10
"Cluster_4007",7,14,9,36,48,36
"Cluster_4008",22,42,19,74,43,79
"Cluster_4009",4,12,1,15,26,33
"Cluster_4010",73,221,38,261,438,349
"Cluster_4011",13,37,4,42,82,50
"Cluster_4012",9,6,0,11,3,15
"Cluster_4013",83427,118914,20085,58544,15331,73772
"Cluster_4014",6,6,5,8,7,9
"Cluster_4015",54,177,16,29,22,42
"Cluster_4016",5,8,1,8,6,13
"Cluster_4017",150,428,29,322,708,369
"Cluster_4018",17501,4948,3146,3084,766,4386
"Cluster_4019",6,23,4,12,35,9
"Cluster_4020",0,6,3,15,8,21
"Cluster_4021",60,222,31,153,253,181
"Cluster_4022",2,13,3,12,10,23
"Cluster_4023",33,137,27,107,230,137
"Cluster_4024",1,7,2,14,27,8
"Cluster_4025",1,18,1,16,8,14
"Cluster_4026",5,20,0,23,21,26
"Cluster_4027",20,97,10,65,125,59
"Cluster_4028",11,53,6,41,76,55
"Cluster_4029",2,11,0,2,20,7
"Cluster_4030",22,2,32,4,4,29
"Cluster_4031",3,12,0,9,21,8
"Cluster_4032",30,76,14,82,120,69
"Cluster_4033",9,46,10,6,11,11
"Cluster_4034",2,53,4,29,48,28
"Cluster_4035",9,16,1,7,8,11
"Cluster_4036",1171,1902,429,1109,496,1811
"Cluster_4037",6,6,1,12,16,8
"Cluster_4038",10,45,3,41,70,43
"Cluster_4039",20,45,10,60,70,62
"Cluster_4040",10,21,5,43,14,55
"Cluster_4041",30,67,38,62,64,92
"Cluster_4042",25,130,13,102,192,84
"Cluster_4043",8,17,5,22,32,15
"Cluster_4044",0,8,0,6,15,11
"Cluster_4045",9,69,6,54,96,58
"Cluster_4046",12,53,4,38,49,40
"Cluster_4047",2,10,3,17,21,22
"Cluster_4048",6,31,7,43,68,40
"Cluster_4049",3,15,0,19,27,18
"Cluster_4050",9,16,5,17,28,22
"Cluster_4051",19,40,5,39,22,52
"Cluster_4052",18,95,8,76,144,70
"Cluster_4053",22,27,27,39,13,52
"Cluster_4054",3,21,7,15,54,15
"Cluster_4055",4,17,1,10,15,18
"Cluster_4056",6,15,1,20,37,25
"Cluster_4057",8,41,3,47,153,49
"Cluster_4058",2,5,2,5,8,14
"Cluster_4059",14,14,6,28,35,27
"Cluster_4060",1,6,1,10,4,6
"Cluster_4061",1,4,0,10,2,10
"Cluster_4062",3,11,2,14,11,10
"Cluster_4063",9,44,2,31,56,57
"Cluster_4064",2,10,0,5,23,7
"Cluster_4065",55,304,36,269,484,300
"Cluster_4066",14,5,0,21,0,10
"Cluster_4067",184,164,12,57,71,54
"Cluster_4068",10,37,0,22,49,22
"Cluster_4069",2,6,0,11,9,9
"Cluster_4070",5,26,0,19,22,21
"Cluster_4071",11,97,10,33,78,50
"Cluster_4072",20,104,4,45,85,53
"Cluster_4073",48,177,26,125,74,135
"Cluster_4074",7,25,3,17,33,16
"Cluster_4075",4,28,1,20,37,26
"Cluster_4076",4,20,0,12,28,17
"Cluster_4077",27,53,15,66,31,78
"Cluster_4078",6,5,5,22,1,23
"Cluster_4079",0,14,1,7,19,6
"Cluster_4080",6,24,0,25,65,26
"Cluster_4081",3,8,0,6,10,5
"Cluster_4082",0,3,0,7,13,8
"Cluster_4083",12,45,12,36,33,34
"Cluster_4084",5,26,4,29,47,45
"Cluster_4085",18,13,9,14,16,21
"Cluster_4086",83,89,28,155,53,180
"Cluster_4087",22,66,11,87,109,111
"Cluster_4088",47,88,42,121,43,166
"Cluster_4089",68,147,17,133,136,138
"Cluster_4090",3,16,0,15,18,19
"Cluster_4091",579,3628,405,2595,5281,3099
"Cluster_4092",1579,27928,1540,2238,289,9157
"Cluster_4093",7,11,1,12,6,17
"Cluster_4094",14,25,8,57,44,57
"Cluster_4095",3,1,0,7,14,3
"Cluster_4096",0,4,0,6,14,6
"Cluster_4097",6,32,2,29,49,27
"Cluster_4098",6,21,1,22,65,32
"Cluster_4099",1,15,0,13,41,25
"Cluster_4100",1,9,0,10,44,11
"Cluster_4101",54,316,23,216,514,264
"Cluster_4102",4,8,1,11,9,11
"Cluster_4103",50,180,21,137,288,160
"Cluster_4104",3,22,0,12,10,9
"Cluster_4105",7,62,2,25,39,34
"Cluster_4106",28,17,0,12,6,16
"Cluster_4107",42,61,19,82,55,108
"Cluster_4108",534,2411,69,1345,9147,1660
"Cluster_4109",5,13,2,11,8,14
"Cluster_4110",50,131,9,84,135,111
"Cluster_4111",4,9,4,10,27,7
"Cluster_4112",11,23,4,15,47,22
"Cluster_4113",9,39,0,12,8,9
