"","97.bam","105.bam","113.bam","93.bam","101.bam","109.bam"
"Cluster_12121",23,56,3,46,80,27
"Cluster_12122",6,11,4,10,7,3
"Cluster_12123",14,38,4,13,28,17
"Cluster_12124",42,123,8,57,98,45
"Cluster_12125",9,14,4,5,14,4
"Cluster_12126",24,13,4,11,31,8
"Cluster_12127",13,17,4,14,25,5
"Cluster_12128",38,72,14,32,55,19
"Cluster_12129",22,28,6,23,18,9
"Cluster_12130",115,549,40,266,434,137
"Cluster_12131",2,17,4,15,17,9
"Cluster_12132",4,19,1,12,18,7
"Cluster_12133",8,27,3,22,15,10
"Cluster_12134",5,31,1,12,18,9
"Cluster_12135",4,14,2,12,18,8
"Cluster_12136",8,12,5,6,14,11
"Cluster_12137",7,26,5,11,20,6
"Cluster_12138",550,547,992,248,853,154
"Cluster_12139",21,123,15,70,101,51
"Cluster_12140",2,15,1,9,5,5
"Cluster_12141",5,14,2,16,15,11
"Cluster_12142",17,55,2,38,139,23
"Cluster_12143",9,41,4,32,42,20
"Cluster_12144",7,46,1,40,54,24
"Cluster_12145",4,20,0,15,21,12
"Cluster_12146",8,13,0,5,9,4
"Cluster_12147",10,42,2,22,14,5
"Cluster_12148",2,15,0,6,7,1
"Cluster_12149",25,183,5,78,219,81
"Cluster_12150",7,32,1,14,27,9
"Cluster_12151",19,87,8,46,76,28
"Cluster_12152",24,181,11,92,212,89
"Cluster_12153",16,49,7,36,55,25
"Cluster_12154",2,22,13,0,53,19
"Cluster_12155",28,52,8,37,58,30
"Cluster_12156",16,52,3,49,76,37
"Cluster_12157",37,114,8,104,195,95
"Cluster_12158",39,120,21,83,175,65
"Cluster_12159",8,44,6,33,44,14
"Cluster_12160",3,14,0,10,12,9
"Cluster_12161",67,179,18,124,170,111
"Cluster_12162",42,145,6,112,195,81
"Cluster_12163",103,7,3,3,1,0
"Cluster_12164",23,63,23,14,29,12
"Cluster_12165",2,30,1,7,9,7
"Cluster_12166",28,69,18,27,55,37
"Cluster_12167",9,10,1,6,15,7
"Cluster_12168",7,26,1,6,9,7
"Cluster_12169",184,298,29,387,434,161
"Cluster_12170",7,41,1,21,29,16
"Cluster_12171",10,30,2,20,23,10
"Cluster_12172",11,9,0,0,1,0
"Cluster_12173",1,18,3,8,20,8
"Cluster_12174",14,43,1,27,59,24
"Cluster_12175",14,67,19,51,93,49
"Cluster_12176",37,201,26,131,291,80
"Cluster_12177",14,84,14,20,42,18
"Cluster_12178",38,219,20,91,184,47
"Cluster_12179",40,327,22,118,267,94
"Cluster_12180",8,37,5,14,24,7
"Cluster_12181",15,56,12,15,31,13
"Cluster_12182",22,35,5,29,102,29
"Cluster_12183",95,161,35,81,221,113
"Cluster_12184",17,91,17,16,38,15
"Cluster_12185",62,302,46,111,183,80
"Cluster_12186",4,24,3,18,26,10
"Cluster_12187",6,20,2,11,29,12
"Cluster_12188",10,28,9,12,22,17
"Cluster_12189",13,44,7,25,34,16
"Cluster_12190",12,48,2,34,52,16
"Cluster_12191",3,23,0,13,10,8
"Cluster_12192",13,53,7,31,46,11
"Cluster_12193",6,39,4,27,40,26
"Cluster_12194",91,372,56,340,584,214
"Cluster_12195",12,38,3,14,47,12
"Cluster_12196",14,28,16,23,23,13
"Cluster_12197",12,62,3,43,94,50
"Cluster_12198",3,20,2,15,40,14
"Cluster_12199",9,10,2,16,18,7
"Cluster_12200",50,90,12,59,55,48
"Cluster_12201",6,19,2,18,26,17
"Cluster_12202",57,205,37,101,182,83
"Cluster_12203",8,13,3,6,5,5
"Cluster_12204",9,32,3,16,29,7
"Cluster_12205",7,20,0,10,22,10
"Cluster_12206",4,19,4,14,18,6
"Cluster_12207",7,19,8,15,22,9
"Cluster_12208",5,31,6,17,32,14
"Cluster_12209",6,16,4,21,21,8
"Cluster_12210",7,33,0,25,28,18
"Cluster_12211",18,38,6,31,38,21
"Cluster_12212",3,10,6,1,20,3
"Cluster_12213",5,30,4,23,10,10
"Cluster_12214",11,24,4,1,8,7
"Cluster_12215",5,17,0,18,61,10
"Cluster_12216",40,266,18,158,493,131
"Cluster_12217",15,112,12,58,101,32
"Cluster_12218",4,14,0,9,10,5
"Cluster_12219",3,12,1,2,7,0
"Cluster_12220",15,53,4,14,32,15
"Cluster_12221",1950,1644,531,669,778,515
"Cluster_12222",5,28,2,9,22,8
"Cluster_12223",6,9,1,1,4,1
"Cluster_12224",13,18,4,11,22,6
"Cluster_12225",6,11,3,3,3,2
"Cluster_12226",12,15,7,4,15,10
"Cluster_12227",74,293,35,300,424,208
"Cluster_12228",5,23,0,16,37,24
"Cluster_12229",0,103,107,75,299,175
"Cluster_12230",14,36,2,29,59,13
"Cluster_12231",2,13,4,4,6,1
"Cluster_12232",8140,4977,1867,3189,7659,3516
"Cluster_12233",21,77,4,46,61,19
"Cluster_12234",3,13,1,20,50,8
"Cluster_12235",2,13,3,10,12,3
"Cluster_12236",6,15,4,8,10,1
"Cluster_12237",28,67,4,62,137,57
"Cluster_12238",8,21,0,12,20,13
"Cluster_12239",30,167,15,78,179,51
"Cluster_12240",19,99,6,52,142,35
"Cluster_12241",35,167,7,68,164,63
"Cluster_12242",2,14,2,8,4,2
"Cluster_12243",82,312,28,316,553,227
"Cluster_12244",44,257,11,183,379,124
"Cluster_12245",11,18,2,16,8,9
"Cluster_12246",52,131,16,150,145,78
"Cluster_12247",44,58,32,23,24,14
"Cluster_12248",16,14,2,8,4,2
"Cluster_12249",4,16,2,10,29,10
"Cluster_12250",6,9,1,12,13,6
"Cluster_12251",4,13,0,8,11,13
"Cluster_12252",10,43,4,26,34,9
"Cluster_12253",8,41,10,20,41,9
"Cluster_12254",13,23,1,18,45,15
"Cluster_12255",10,51,6,34,44,24
"Cluster_12256",23,41,2,26,59,24
"Cluster_12257",8,20,2,19,29,10
"Cluster_12258",8,20,2,31,48,16
"Cluster_12259",7,13,1,6,8,10
"Cluster_12260",2,32,5,8,25,10
"Cluster_12261",16,47,8,18,27,14
"Cluster_12262",303,1230,139,540,964,413
"Cluster_12263",7,21,7,9,39,12
"Cluster_12264",15,37,4,25,49,27
"Cluster_12265",22,47,1,46,45,28
"Cluster_12266",12,27,6,17,34,15
"Cluster_12267",13,9,0,10,5,4
"Cluster_12268",19,24,2,14,11,13
"Cluster_12269",26,81,4,132,239,80
"Cluster_12270",53,89,7,138,164,109
"Cluster_12271",17,17,9,12,67,32
"Cluster_12272",36,7,0,32,12,28
"Cluster_12273",20,2,0,13,5,13
"Cluster_12274",22,5,0,17,1,8
"Cluster_12275",20,3,3,17,4,7
"Cluster_12276",143,4,57,102,70,138
"Cluster_12277",24,9,3,26,9,18
"Cluster_12278",18,1,0,22,4,8
"Cluster_12279",183,104,15,197,113,152
"Cluster_12280",27,4,1,25,6,19
"Cluster_12281",93,52,9,143,59,99
"Cluster_12282",13,10,2,50,8,23
"Cluster_12283",93,66,10,119,79,88
"Cluster_12284",7,10,1,11,4,6
"Cluster_12285",11,3,1,10,2,5
"Cluster_12286",37,37,4,37,32,38
"Cluster_12287",13,23,1,17,12,12
"Cluster_12288",24,7,4,16,12,12
"Cluster_12289",28,26,10,62,40,70
"Cluster_12290",44,103,10,47,78,41
"Cluster_12291",9,31,2,19,10,18
"Cluster_12292",759,1613,0,291,627,241
"Cluster_12293",26,46,16,32,63,34
"Cluster_12294",8,35,12,28,52,19
"Cluster_12295",7,8,2,11,11,4
"Cluster_12296",6,10,0,12,22,6
"Cluster_12297",3,23,3,28,79,16
"Cluster_12298",22,5,0,5,15,7
"Cluster_12299",0,21,0,1,0,0
"Cluster_12300",1,13,3,0,0,1
"Cluster_12301",0,13,3,3,11,3
"Cluster_12302",0,13,20,1,35,0
"Cluster_12303",0,17,0,0,1,1
"Cluster_12304",1,15,0,6,2,0
"Cluster_12305",0,21,1,3,6,2
"Cluster_12306",1,11,1,3,26,3
"Cluster_12307",0,17,0,5,11,1
"Cluster_12308",58,49,0,12,195,36
"Cluster_12309",17,3,1,12,7,6
"Cluster_12310",6,21,5,6,3,11
"Cluster_12311",9,7,3,3,5,5
"Cluster_12312",13,12,10,11,16,15
"Cluster_12313",9,6,2,9,6,7
"Cluster_12314",10,6,4,14,10,5
"Cluster_12315",42,33,8,61,65,49
"Cluster_12316",6,6,4,16,17,16
"Cluster_12317",20,23,5,31,46,22
"Cluster_12318",27,31,28,50,63,40
"Cluster_12319",10,6,3,10,8,5
"Cluster_12320",9,6,3,11,6,5
"Cluster_12321",15,19,3,21,11,16
"Cluster_12322",564,406,196,1052,1196,733
"Cluster_12323",21,6,6,55,43,36
"Cluster_12324",7,15,1,27,29,24
"Cluster_12325",766,1659,163,1467,1915,1042
"Cluster_12326",11,5,0,1,24,3
"Cluster_12327",14,3,10,9,7,5
"Cluster_12328",9,16,5,4,19,5
"Cluster_12329",7,8,3,7,3,4
"Cluster_12330",41,58,18,61,316,122
"Cluster_12331",159,149,44,51,333,85
"Cluster_12332",23,0,0,26,4,13
"Cluster_12333",3,14,1,1,3,3
"Cluster_12334",29,49,7,5,4,5
"Cluster_12335",5,13,1,0,1,0
"Cluster_12336",3,14,0,1,1,0
"Cluster_12337",11,8,1,5,21,8
"Cluster_12338",6,14,2,12,14,2
"Cluster_12339",1,26,0,16,20,7
"Cluster_12340",0,20,1,2,8,2
"Cluster_12341",13,41,4,8,19,4
"Cluster_12342",5,26,2,2,13,3
"Cluster_12343",2,12,1,6,10,2
"Cluster_12344",8,54,5,36,62,16
"Cluster_12345",7,25,2,10,33,5
"Cluster_12346",0,36,7,29,55,20
"Cluster_12347",13,58,3,49,103,35
"Cluster_12348",8,26,2,17,23,12
"Cluster_12349",1,17,1,11,19,5
"Cluster_12350",7,18,6,13,25,6
"Cluster_12351",6,9,0,3,5,1
"Cluster_12352",9,11,7,3,3,7
"Cluster_12353",8,8,4,2,1,1
"Cluster_12354",4,19,0,0,4,5
"Cluster_12355",2,12,2,6,4,2
"Cluster_12356",6,14,5,6,3,2
"Cluster_12357",5,23,5,15,11,5
"Cluster_12358",1,17,0,16,23,11
"Cluster_12359",2,13,1,1,1,1
"Cluster_12360",15,47,14,8,162,17
"Cluster_12361",2,21,3,0,2,1
"Cluster_12362",4,23,0,22,20,10
"Cluster_12363",11,11,2,11,9,11
"Cluster_12364",9,11,1,6,5,8
"Cluster_12365",30,188,13,289,353,249
"Cluster_12366",7,53,4,33,49,21
"Cluster_12367",10,33,8,19,33,20
"Cluster_12368",0,19,0,10,11,8
"Cluster_12369",15,28,10,11,33,4
"Cluster_12370",2,14,1,5,21,4
"Cluster_12371",9,32,11,5,38,2
"Cluster_12372",8,31,0,9,13,5
"Cluster_12373",112,287,66,171,294,141
"Cluster_12374",12,5,3,3,0,6
"Cluster_12375",19,25,18,26,23,11
"Cluster_12376",5,7,2,4,5,4
"Cluster_12377",13,30,5,15,23,19
"Cluster_12378",11,103,7,62,94,38
"Cluster_12379",59,349,53,243,258,167
"Cluster_12380",13,49,14,42,74,16
"Cluster_12381",41,400,24,163,287,114
"Cluster_12382",153,885,67,420,680,284
"Cluster_12383",3,20,0,7,9,8
"Cluster_12384",4,23,3,13,35,11
"Cluster_12385",12,70,2,59,62,30
"Cluster_12386",2,14,1,14,30,7
"Cluster_12387",13,55,4,52,74,41
"Cluster_12388",2,17,5,10,17,7
"Cluster_12389",8,13,1,16,25,9
"Cluster_12390",39,39,0,32,94,29
"Cluster_12391",51,106,18,125,185,84
"Cluster_12392",79,299,20,249,448,174
"Cluster_12393",12,38,12,55,113,44
"Cluster_12394",7,27,1,16,37,8
"Cluster_12395",30,121,16,60,92,58
"Cluster_12396",0,23,0,28,154,39
"Cluster_12397",10,29,1,13,18,6
"Cluster_12398",9,20,4,4,17,7
"Cluster_12399",66,93,32,37,43,40
"Cluster_12400",32,26,26,20,42,16
"Cluster_12401",21,41,6,29,55,12
"Cluster_12402",27,95,21,88,150,56
"Cluster_12403",7,7,1,3,8,3
"Cluster_12404",5,19,3,11,13,12
"Cluster_12405",8,27,2,15,22,9
"Cluster_12406",6,10,1,3,4,0
"Cluster_12407",2,13,0,4,15,5
"Cluster_12408",60,181,22,116,176,67
"Cluster_12409",4,23,1,19,20,11
"Cluster_12410",2,16,1,3,10,3
"Cluster_12411",8,16,1,5,7,4
"Cluster_12412",42,95,34,51,62,40
"Cluster_12413",3,10,6,0,3,0
"Cluster_12414",1,13,3,6,5,7
"Cluster_12415",57,228,17,164,323,131
"Cluster_12416",10,23,7,17,44,24
"Cluster_12417",0,19,1,17,84,9
"Cluster_12418",113,173,50,150,393,95
"Cluster_12419",22,51,12,43,43,30
"Cluster_12420",4,17,0,5,2,4
"Cluster_12421",11,11,2,20,12,15
"Cluster_12422",6,17,4,8,15,1
"Cluster_12423",48,110,12,78,160,57
"Cluster_12424",11,52,3,32,51,24
"Cluster_12425",3,11,2,6,18,2
"Cluster_12426",55,0,0,17,0,0
"Cluster_12427",1,23,0,4,388,19
"Cluster_12428",498,936,1,5194,12,4330
"Cluster_12429",55,303,19,179,229,119
"Cluster_12430",2204,5238,765,5250,36792,6111
"Cluster_12431",123,206,17,146,258,138
"Cluster_12432",5,18,4,22,43,14
"Cluster_12433",15,36,3,52,75,41
"Cluster_12434",17,25,13,28,19,17
"Cluster_12435",7,10,0,8,6,4
"Cluster_12436",33,121,2,97,202,82
"Cluster_12437",46,103,30,83,154,67
"Cluster_12438",53,458,0,560,966,95
"Cluster_12439",26,41,14,14,32,13
"Cluster_12440",3,12,1,4,3,3
"Cluster_12441",9,33,6,8,9,3
"Cluster_12442",6,30,8,20,18,13
"Cluster_12443",85,483,41,334,645,245
"Cluster_12444",100,259,26,138,213,83
"Cluster_12445",7,8,17,3,7,7
"Cluster_12446",126,648,56,45,63,42
"Cluster_12447",9,63,2,11,5,3
"Cluster_12448",8,20,1,9,12,4
"Cluster_12449",6,28,0,4,8,7
"Cluster_12450",14,48,6,12,12,12
"Cluster_12451",3,12,3,1,3,5
"Cluster_12452",4,15,0,3,10,1
"Cluster_12453",4,10,0,3,12,0
"Cluster_12454",7,19,1,8,13,5
"Cluster_12455",2,17,1,3,3,1
"Cluster_12456",16,88,5,22,47,26
"Cluster_12457",3,10,4,2,5,3
"Cluster_12458",6670,10957,818,19659,19304,7918
"Cluster_12459",102,313,47,158,318,81
"Cluster_12460",3,25,2,45,74,33
"Cluster_12461",6,38,3,48,85,36
"Cluster_12462",479,1507,48,200,129,170
"Cluster_12463",414,598,54,313,148,240
"Cluster_12464",4,22,1,16,6,11
"Cluster_12465",6,15,4,7,10,2
"Cluster_12466",138,412,76,337,592,257
"Cluster_12467",1,14,2,3,14,6
"Cluster_12468",48,135,22,100,138,78
"Cluster_12469",7,9,1,3,1,1
"Cluster_12470",23,110,10,136,259,114
"Cluster_12471",3,14,1,4,3,4
"Cluster_12472",6,28,4,10,9,7
"Cluster_12473",10,28,13,14,18,6
"Cluster_12474",23,92,14,33,53,23
"Cluster_12475",1,18,0,8,10,4
"Cluster_12476",9,24,2,20,31,13
"Cluster_12477",4,51,6,31,54,28
"Cluster_12478",112,268,92,133,1090,147
"Cluster_12479",53,148,59,65,117,64
"Cluster_12480",21,53,18,24,41,13
"Cluster_12481",6,45,1,22,45,24
"Cluster_12482",90,526,46,116,249,105
"Cluster_12483",7,75,5,10,24,17
"Cluster_12484",6,33,5,5,14,6
"Cluster_12485",332,570,134,175,203,134
"Cluster_12486",14,8,1,2,2,1
"Cluster_12487",3,12,1,5,9,5
"Cluster_12488",6,26,18,19,36,22
"Cluster_12489",6,15,1,16,14,16
"Cluster_12490",3,13,0,26,29,11
"Cluster_12491",11,13,2,20,26,13
"Cluster_12492",5,10,2,26,11,8
"Cluster_12493",27,19,6,73,62,71
"Cluster_12494",4,21,0,5,12,4
"Cluster_12495",5,24,0,9,20,9
"Cluster_12496",50,163,18,71,156,64
"Cluster_12497",30,21,3,150,237,164
"Cluster_12498",146,336,33,261,365,178
"Cluster_12499",26,31,1,33,55,27
"Cluster_12500",7,9,0,2,6,2
"Cluster_12501",1,9,16,1,6,3
"Cluster_12502",34,198,9,108,183,89
"Cluster_12503",25,97,12,85,122,62
"Cluster_12504",19,60,8,55,96,32
"Cluster_12505",8,24,6,16,28,16
"Cluster_12506",5,10,5,3,5,3
"Cluster_12507",5,16,13,7,14,4
"Cluster_12508",8,35,3,14,24,7
"Cluster_12509",12,13,6,16,33,12
"Cluster_12510",19,49,4,44,71,36
"Cluster_12511",2,20,0,1,16,4
"Cluster_12512",3,18,0,9,14,8
"Cluster_12513",13,69,9,22,61,20
"Cluster_12514",0,13,2,2,7,0
"Cluster_12515",5,10,0,1,8,5
"Cluster_12516",2,22,5,3,6,5
"Cluster_12517",4,14,2,13,20,2
"Cluster_12518",4,25,0,5,17,3
"Cluster_12519",6,9,2,5,10,1
"Cluster_12520",70,965,41,343,448,217
"Cluster_12521",25,184,6,41,71,44
"Cluster_12522",14,43,1,17,17,5
"Cluster_12523",13,68,5,28,27,21
"Cluster_12524",13,63,7,26,30,25
"Cluster_12525",3,14,0,8,9,2
"Cluster_12526",86,81,21,70,261,66
"Cluster_12527",217,407,68,217,304,158
"Cluster_12528",21,52,10,24,34,19
"Cluster_12529",6,23,1,11,16,5
"Cluster_12530",4,14,0,2,11,1
"Cluster_12531",9,33,0,9,47,10
"Cluster_12532",58,423,37,208,331,152
"Cluster_12533",4,43,5,6,34,10
"Cluster_12534",11,32,5,4,10,8
"Cluster_12535",2,19,2,4,2,1
"Cluster_12536",77,114,9,99,169,73
"Cluster_12537",35,105,13,86,115,69
"Cluster_12538",6,10,5,4,6,4
"Cluster_12539",8,7,4,3,2,1
"Cluster_12540",10,24,4,16,20,19
"Cluster_12541",11,35,5,14,42,22
"Cluster_12542",4,7,2,3,3,2
"Cluster_12543",14,24,18,4,5,2
"Cluster_12544",22,40,11,15,18,17
"Cluster_12545",14,42,9,23,26,26
"Cluster_12546",3,15,7,11,20,12
"Cluster_12547",102,314,45,203,415,125
"Cluster_12548",1,12,1,10,18,8
"Cluster_12549",2,16,0,4,7,8
"Cluster_12550",1083,3185,378,2169,3678,1579
"Cluster_12551",0,5,19,1,16,2
"Cluster_12552",182,492,95,258,458,187
"Cluster_12553",10,60,0,24,52,11
"Cluster_12554",176,460,108,359,633,278
"Cluster_12555",73,300,101,139,203,88
"Cluster_12556",5,15,1,10,10,5
"Cluster_12557",6,30,3,6,14,8
"Cluster_12558",28,82,12,39,55,29
"Cluster_12559",117,334,68,161,290,113
"Cluster_12560",5,15,8,6,7,6
"Cluster_12561",1,11,1,1,3,1
"Cluster_12562",6,17,0,13,19,9
"Cluster_12563",7,76,10,70,163,54
"Cluster_12564",8,48,8,45,68,20
"Cluster_12565",2316,5898,132,4252,3833,1997
"Cluster_12566",1050,2118,54,2656,1718,1604
"Cluster_12567",32,122,0,22,59,160
"Cluster_12568",103,421,38,173,273,153
"Cluster_12569",15,36,2,12,7,12
"Cluster_12570",6,25,7,14,9,6
"Cluster_12571",2,16,0,3,2,1
"Cluster_12572",2,10,0,6,6,3
"Cluster_12573",4,109,10,47,139,18
"Cluster_12574",856,1982,145,860,858,547
"Cluster_12575",7,6,4,1,8,6
"Cluster_12576",128,277,30,142,157,85
"Cluster_12577",40,66,12,52,48,32
"Cluster_12578",3,10,3,9,3,1
"Cluster_12579",497,1059,89,220,189,186
"Cluster_12580",3,13,0,5,7,1
"Cluster_12581",8,30,3,21,31,20
"Cluster_12582",3,19,1,5,16,6
"Cluster_12583",11,79,10,36,100,35
"Cluster_12584",7,53,2,25,41,22
"Cluster_12585",48,259,22,137,269,75
"Cluster_12586",13,23,9,7,26,15
"Cluster_12587",13,13,2,11,10,6
"Cluster_12588",177,376,48,175,496,115
"Cluster_12589",13,22,3,16,18,9
"Cluster_12590",7,31,2,11,24,23
"Cluster_12591",0,12,4,13,6,5
"Cluster_12592",5,17,3,19,15,13
"Cluster_12593",14,29,2,51,40,25
"Cluster_12594",20,41,8,87,147,49
"Cluster_12595",11,8,3,26,52,17
"Cluster_12596",6,11,0,11,8,7
"Cluster_12597",316,432,66,623,584,561
"Cluster_12598",259,708,15,491,1449,309
"Cluster_12599",7,20,0,14,14,12
"Cluster_12600",11,88,8,31,67,25
"Cluster_12601",5,20,3,23,30,11
"Cluster_12602",9,38,3,27,23,7
"Cluster_12603",35,108,19,33,48,37
"Cluster_12604",166,602,58,607,934,435
"Cluster_12605",12,64,6,63,86,38
"Cluster_12606",7,41,3,25,42,16
"Cluster_12607",17,72,60,66,93,23
"Cluster_12608",42,139,29,31,51,38
"Cluster_12609",126,309,53,83,101,60
"Cluster_12610",72,285,29,69,150,50
"Cluster_12611",1,23,1,9,20,3
"Cluster_12612",3,23,3,11,24,10
"Cluster_12613",19,59,3,33,72,33
"Cluster_12614",4,46,4,30,73,22
"Cluster_12615",1,23,0,1,1,6
"Cluster_12616",2,12,3,11,13,14
"Cluster_12617",27,129,24,133,143,86
"Cluster_12618",4,11,2,4,4,2
"Cluster_12619",291,659,134,142,382,120
"Cluster_12620",3,26,7,10,19,12
"Cluster_12621",4,35,1,18,29,10
"Cluster_12622",3,12,0,13,7,5
"Cluster_12623",2,22,7,11,14,6
"Cluster_12624",6,20,9,3,23,4
"Cluster_12625",6,26,4,18,36,19
"Cluster_12626",31,47,35,30,55,15
"Cluster_12627",4,22,2,20,39,16
"Cluster_12628",60778,123074,12752,79126,89127,58042
"Cluster_12629",5,11,2,6,24,7
"Cluster_12630",9,23,1,15,50,17
"Cluster_12631",7,23,0,19,33,17
"Cluster_12632",4,12,2,15,24,5
"Cluster_12633",5,10,2,10,12,6
"Cluster_12634",29,62,5,63,75,61
"Cluster_12635",7,55,12,34,62,15
"Cluster_12636",17,91,11,39,62,35
"Cluster_12637",9,63,8,18,43,25
"Cluster_12638",73,270,21,105,139,73
"Cluster_12639",9,21,5,4,23,7
"Cluster_12640",6,40,3,29,60,16
"Cluster_12641",4,23,2,13,21,11
"Cluster_12642",6,48,3,37,60,29
"Cluster_12643",24,74,9,78,111,37
"Cluster_12644",5,15,2,12,23,7
"Cluster_12645",12,11,0,3,6,5
"Cluster_12646",2,16,0,1,7,2
"Cluster_12647",55,60,9,408,647,225
"Cluster_12648",32,58,10,82,106,51
"Cluster_12649",9,23,4,22,69,16
"Cluster_12650",31,83,10,131,323,104
"Cluster_12651",4,18,0,29,86,18
"Cluster_12652",7,62,13,33,97,35
"Cluster_12653",109,284,9,256,704,232
"Cluster_12654",7,24,1,39,48,25
"Cluster_12655",25,100,1,65,134,60
"Cluster_12656",20,79,2,46,105,31
"Cluster_12657",4,17,0,4,16,5
"Cluster_12658",30,102,14,58,164,84
"Cluster_12659",55,92,40,44,112,33
"Cluster_12660",7,25,5,12,13,7
"Cluster_12661",13,36,6,14,22,7
"Cluster_12662",11,38,9,11,21,10
"Cluster_12663",3,12,4,1,4,6
"Cluster_12664",5384,12792,1656,4677,4046,3530
"Cluster_12665",11053,27056,3945,7191,7343,6015
"Cluster_12666",1192,1468,317,2207,1798,1864
"Cluster_12667",14,18,0,10,28,25
"Cluster_12668",15,19,0,11,23,2
"Cluster_12669",7,27,2,13,17,11
"Cluster_12670",2,19,1,10,22,6
"Cluster_12671",2,11,2,6,19,3
"Cluster_12672",4,13,0,0,1,4
"Cluster_12673",8,15,0,13,27,8
"Cluster_12674",4,6,3,5,5,2
"Cluster_12675",7,10,0,12,9,1
"Cluster_12676",15,60,12,25,52,16
"Cluster_12677",12,18,0,13,81,15
"Cluster_12678",40,74,32,25,48,23
"Cluster_12679",7,21,0,11,18,4
"Cluster_12680",45,75,17,40,70,21
"Cluster_12681",4,16,1,22,20,12
"Cluster_12682",6,7,3,12,33,8
"Cluster_12683",35,246,14,229,414,184
"Cluster_12684",0,424,0,28,64,62
"Cluster_12685",5974,11915,1095,6492,41070,7862
"Cluster_12686",34,105,24,42,113,52
"Cluster_12687",7,63,5,33,53,27
"Cluster_12688",4,26,1,16,39,13
"Cluster_12689",2,16,1,14,13,13
"Cluster_12690",1,32,3,13,44,28
"Cluster_12691",3,13,1,3,13,6
"Cluster_12692",7606,21624,2150,13472,26233,10677
"Cluster_12693",11,29,1,22,28,11
"Cluster_12694",3,31,2,19,43,17
"Cluster_12695",3,18,1,9,17,8
"Cluster_12696",9,38,5,28,53,14
"Cluster_12697",6,14,0,7,14,8
"Cluster_12698",64,258,58,85,133,75
"Cluster_12699",24,114,11,81,164,76
"Cluster_12700",27,170,22,134,269,97
"Cluster_12701",4,14,1,5,13,4
"Cluster_12702",24,152,15,66,94,51
"Cluster_12703",11,30,1,21,22,22
"Cluster_12704",9,56,16,23,38,22
"Cluster_12705",8,34,1,14,25,17
"Cluster_12706",9,70,8,27,57,24
"Cluster_12707",13,49,3,38,53,20
"Cluster_12708",6,29,1,15,27,9
"Cluster_12709",10,66,3,25,41,32
"Cluster_12710",46,125,13,36,65,33
"Cluster_12711",24,52,4,24,44,19
"Cluster_12712",452,991,196,306,588,312
"Cluster_12713",10,31,1,25,25,11
"Cluster_12714",44,244,15,129,253,108
"Cluster_12715",29,74,13,60,101,30
"Cluster_12716",6,24,0,7,22,9
"Cluster_12717",0,16,1,5,6,1
"Cluster_12718",7,25,3,10,22,9
"Cluster_12719",29,143,40,62,701,114
"Cluster_12720",18,85,5,38,55,29
"Cluster_12721",1,19,0,9,12,6
"Cluster_12722",13,4,0,1,1,1
"Cluster_12723",59,268,43,100,151,67
"Cluster_12724",680,1085,449,445,1413,498
"Cluster_12725",108,411,33,229,325,159
"Cluster_12726",7,58,5,12,49,21
"Cluster_12727",5,32,0,8,12,11
"Cluster_12728",5,13,0,7,15,5
"Cluster_12729",0,19,0,13,18,5
"Cluster_12730",37,130,12,112,150,90
"Cluster_12731",14,82,8,61,114,44
"Cluster_12732",5,21,2,30,31,15
"Cluster_12733",43,118,24,63,132,59
"Cluster_12734",39,167,9,129,241,100
"Cluster_12735",31,142,16,100,116,57
"Cluster_12736",7,26,3,16,21,7
"Cluster_12737",3,22,2,14,17,9
"Cluster_12738",10,26,6,27,39,10
"Cluster_12739",12,42,13,20,29,8
"Cluster_12740",28,93,19,39,84,21
"Cluster_12741",0,21,0,7,0,10
"Cluster_12742",96,305,27,169,339,115
"Cluster_12743",15,117,13,72,118,41
"Cluster_12744",40,130,16,52,127,39
"Cluster_12745",30,91,10,58,114,41
"Cluster_12746",6,36,0,18,40,11
"Cluster_12747",6,13,12,6,148,77
"Cluster_12748",6,8,3,1,2,1
"Cluster_12749",10,19,0,17,16,11
"Cluster_12750",10,10,2,2,7,1
"Cluster_12751",9,8,4,3,6,2
"Cluster_12752",718,1207,585,814,2168,670
"Cluster_12753",9,6,8,7,8,7
"Cluster_12754",39,187,15,87,135,61
"Cluster_12755",5,14,1,3,14,4
"Cluster_12756",7,19,3,9,29,6
"Cluster_12757",6,39,5,27,77,28
"Cluster_12758",1,31,3,23,19,11
"Cluster_12759",5,51,2,20,60,21
"Cluster_12760",0,63,0,68,0,73
"Cluster_12761",16,8,14,2,1,1
"Cluster_12762",2293,5911,443,2066,1433,1416
"Cluster_12763",16,20,3,0,5,5
"Cluster_12764",1709,1825,205,2734,1187,2251
"Cluster_12765",5,20,10,1,11,4
"Cluster_12766",25,49,10,30,29,11
"Cluster_12767",2757,4502,1009,2965,8484,2902
"Cluster_12768",7046,21699,2700,5452,9696,4674
"Cluster_12769",18,50,6,20,27,11
"Cluster_12770",11,56,7,35,42,17
"Cluster_12771",11,350,11,29,33,35
"Cluster_12772",7,19,1,1,4,1
"Cluster_12773",4,23,6,0,3,0
"Cluster_12774",148,703,94,993,271,225
"Cluster_12775",3,20,0,4,49,13
"Cluster_12776",1134,326,317,283,3682,357
"Cluster_12777",10,71,8,5,5,3
"Cluster_12778",43,166,7,18,20,7
"Cluster_12779",2316,11106,675,8935,21778,6307
