"","97.bam","105.bam","113.bam","93.bam","101.bam","109.bam"
"Cluster_688",6,45,5,22,31,23
"Cluster_689",114,735,69,201,563,152
"Cluster_690",2,18,2,10,24,7
"Cluster_691",6,36,4,20,41,22
"Cluster_692",4,20,0,35,46,24
"Cluster_693",4,15,0,30,54,26
"Cluster_694",7,9,5,5,3,8
"Cluster_695",25,178,18,107,238,69
"Cluster_696",9,43,7,23,51,13
"Cluster_697",9,21,8,7,17,3
"Cluster_698",4,13,1,5,2,1
"Cluster_699",25,66,17,21,51,23
"Cluster_700",11,44,3,24,48,21
"Cluster_701",12,50,3,42,62,24
"Cluster_702",30,162,14,148,276,120
"Cluster_703",34,119,9,135,244,64
"Cluster_704",3,15,0,9,29,6
"Cluster_705",8,15,5,15,35,22
"Cluster_706",8,29,1,24,26,10
"Cluster_707",6,13,1,5,13,11
"Cluster_708",16,42,14,16,22,14
"Cluster_709",14,32,5,11,8,6
"Cluster_710",25,73,11,37,54,23
"Cluster_711",2,15,3,8,20,7
"Cluster_712",7,28,6,6,18,12
"Cluster_713",6,23,3,12,9,10
"Cluster_714",5,51,9,12,18,15
"Cluster_715",8,21,2,17,16,5
"Cluster_716",4,23,4,5,6,7
"Cluster_717",3,15,1,2,7,1
"Cluster_718",5,21,0,11,28,13
"Cluster_719",21,125,14,71,104,49
"Cluster_720",31,175,4,81,173,64
"Cluster_721",1,11,3,5,15,4
"Cluster_722",6,12,4,9,19,6
"Cluster_723",17,74,12,31,70,24
"Cluster_724",7,52,0,28,59,20
"Cluster_725",2,32,4,17,41,15
"Cluster_726",5,14,2,23,23,15
"Cluster_727",3,10,1,5,15,4
"Cluster_728",126,231,101,130,233,120
"Cluster_729",24,10,0,63,96,35
"Cluster_730",15,39,13,28,78,19
"Cluster_731",193,509,98,511,1063,338
"Cluster_732",22,68,56,38,105,24
"Cluster_733",5,19,1,7,8,6
"Cluster_734",27,60,24,38,147,43
"Cluster_735",1011,7719,367,5357,3775,2389
"Cluster_736",10,28,3,23,51,17
"Cluster_737",11,28,3,8,22,6
"Cluster_738",5,15,0,3,10,2
"Cluster_739",3,11,1,7,11,6
"Cluster_740",664,349,1278,153,4648,590
"Cluster_741",63,269,27,68,140,70
"Cluster_742",1480,3256,1045,358,4005,806
"Cluster_743",9,16,0,12,24,13
"Cluster_744",0,11,5,6,12,8
"Cluster_745",7,34,4,36,52,23
"Cluster_746",10,16,5,17,24,11
"Cluster_747",6,10,2,7,9,13
"Cluster_748",2,8,0,2,9,1
"Cluster_749",10,21,4,21,33,21
"Cluster_750",4,19,0,3,9,2
"Cluster_751",2,13,0,1,2,1
"Cluster_752",263,890,145,342,437,216
"Cluster_753",2,16,1,10,14,4
"Cluster_754",4,13,0,7,6,7
"Cluster_755",5,24,1,15,48,14
"Cluster_756",3,23,5,14,40,12
"Cluster_757",5,11,0,12,18,6
"Cluster_758",163,274,21,281,533,247
"Cluster_759",45,77,14,93,185,73
"Cluster_760",68,302,29,334,539,228
"Cluster_761",9,21,0,13,13,11
"Cluster_762",4,10,1,7,13,9
"Cluster_763",5,17,0,11,6,6
"Cluster_764",46,206,7,501,681,318
"Cluster_765",4,9,2,3,3,2
"Cluster_766",3,23,1,4,10,4
"Cluster_767",10,88,3,31,41,25
"Cluster_768",17,27,2,15,18,14
"Cluster_769",8,24,2,7,9,5
"Cluster_770",21,83,5,62,64,30
"Cluster_771",20,23,15,5,35,5
"Cluster_772",7,10,5,6,1,0
"Cluster_773",8,30,1,12,27,10
"Cluster_774",3,19,0,4,19,4
"Cluster_775",7,21,1,8,10,6
"Cluster_776",20,60,4,27,51,22
"Cluster_777",3,17,0,10,28,9
"Cluster_778",88,93,6,15,37,16
"Cluster_779",15,73,9,71,97,31
"Cluster_780",45,143,7,86,96,53
"Cluster_781",12,35,2,15,40,10
"Cluster_782",15,53,4,37,69,25
"Cluster_783",129,662,68,371,688,219
"Cluster_784",15,91,4,31,76,35
"Cluster_785",49,162,31,67,105,39
"Cluster_786",4,16,3,7,17,9
"Cluster_787",6,11,2,5,10,3
"Cluster_788",37,233,18,47,73,20
"Cluster_789",5,10,2,7,9,13
"Cluster_790",1,16,3,3,14,10
"Cluster_791",64,244,15,205,302,145
"Cluster_792",43,137,27,129,198,87
"Cluster_793",3,21,3,4,13,2
"Cluster_794",11,40,0,8,9,6
"Cluster_795",23,41,3,80,111,43
"Cluster_796",23,85,11,114,182,98
"Cluster_797",16,23,0,12,13,5
"Cluster_798",44,163,20,104,183,71
"Cluster_799",13,73,9,30,74,15
"Cluster_800",11,46,3,34,57,28
"Cluster_801",5,27,0,13,25,12
"Cluster_802",7,16,2,6,14,7
"Cluster_803",4,12,3,3,6,3
"Cluster_804",15,40,10,18,23,9
"Cluster_805",101,467,46,223,375,191
"Cluster_806",10,37,2,17,22,10
"Cluster_807",6,14,3,6,8,3
"Cluster_808",1,12,6,5,5,7
"Cluster_809",8,30,3,15,24,8
"Cluster_810",33,125,18,40,73,20
"Cluster_811",713,3426,259,2489,5184,1904
"Cluster_812",3,13,3,2,8,5
"Cluster_813",6,17,2,12,15,5
"Cluster_814",5,18,0,13,16,10
"Cluster_815",10,10,3,3,6,3
"Cluster_816",16,40,6,22,64,20
"Cluster_817",5,11,0,13,12,6
"Cluster_818",10,36,5,34,44,13
"Cluster_819",14,38,3,32,30,21
"Cluster_820",9,56,6,45,48,27
"Cluster_821",22,24,6,40,37,21
"Cluster_822",8,40,7,25,80,26
"Cluster_823",149,404,79,164,281,144
"Cluster_824",91,167,56,84,93,45
"Cluster_825",90,170,39,60,110,51
"Cluster_826",5,80,9,50,71,37
"Cluster_827",61,313,19,176,339,138
"Cluster_828",9,39,4,17,65,12
"Cluster_829",4,41,6,15,27,11
"Cluster_830",223,516,114,229,541,225
"Cluster_831",176,260,93,141,238,114
"Cluster_832",66,272,18,106,179,73
"Cluster_833",61,194,44,95,141,83
"Cluster_834",27,90,7,24,39,25
"Cluster_835",29,58,11,51,58,36
"Cluster_836",9,12,9,8,16,5
"Cluster_837",10,25,6,7,23,4
"Cluster_838",2,16,3,7,14,8
"Cluster_839",435,2085,196,1137,2536,868
"Cluster_840",4,18,0,16,23,10
"Cluster_841",34,147,17,108,201,64
"Cluster_842",24,100,10,93,109,33
"Cluster_843",2,11,4,9,8,10
"Cluster_844",7,10,3,5,5,2
"Cluster_845",30,58,10,28,53,27
"Cluster_846",28,41,8,23,16,21
"Cluster_847",28,78,11,48,45,16
"Cluster_848",20,42,4,21,612,35
"Cluster_849",11,33,0,16,37,12
"Cluster_850",37,143,22,77,107,101
"Cluster_851",12,32,1,10,31,15
"Cluster_852",8,27,1,20,35,10
"Cluster_853",34,146,21,48,90,35
"Cluster_854",9,48,4,19,27,14
"Cluster_855",9,44,2,17,25,15
"Cluster_856",1,13,3,7,9,6
"Cluster_857",4,22,2,4,7,7
"Cluster_858",83,206,51,143,221,112
"Cluster_859",2,11,3,9,10,9
"Cluster_860",5,43,6,20,37,13
"Cluster_861",12,60,2,26,55,18
"Cluster_862",5,17,7,12,12,9
"Cluster_863",3,10,1,1,7,6
"Cluster_864",180,558,52,328,462,232
"Cluster_865",24,55,10,25,57,23
"Cluster_866",114,254,50,88,167,82
"Cluster_867",15,87,2,33,64,30
"Cluster_868",6,44,3,16,36,16
"Cluster_869",29,16,2,6,26,9
"Cluster_870",4,11,1,7,8,5
"Cluster_871",64,340,50,590,1124,355
"Cluster_872",24,145,18,192,365,135
"Cluster_873",3,15,3,5,8,1
"Cluster_874",25,145,7,84,190,54
"Cluster_875",7,9,0,1,3,2
"Cluster_876",6,25,2,5,13,4
"Cluster_877",78,331,42,156,276,129
"Cluster_878",11,57,2,55,74,36
"Cluster_879",5,32,3,34,44,25
"Cluster_880",23,73,17,106,195,91
"Cluster_881",3,16,2,11,20,16
"Cluster_882",5,24,1,11,27,12
"Cluster_883",1,13,3,10,23,14
"Cluster_884",11,44,1,36,58,22
"Cluster_885",60,237,31,157,205,76
"Cluster_886",3,10,3,7,6,3
"Cluster_887",10,44,5,19,29,20
"Cluster_888",36,95,14,57,53,33
"Cluster_889",14,22,8,22,16,11
"Cluster_890",8,26,1,15,11,7
"Cluster_891",4,19,0,4,11,3
"Cluster_892",13,22,3,24,24,16
"Cluster_893",99,247,35,169,528,172
"Cluster_894",66,759,77,49,88,51
"Cluster_895",6,88,19,5,15,5
"Cluster_896",56,303,39,61,144,59
"Cluster_897",10,17,3,8,28,12
"Cluster_898",9,15,4,7,8,2
"Cluster_899",8,23,4,12,11,8
"Cluster_900",18,67,11,89,185,67
"Cluster_901",13,76,24,73,136,54
"Cluster_902",19,61,7,57,119,29
"Cluster_903",7,8,4,10,9,3
"Cluster_904",58,237,36,225,352,170
"Cluster_905",10,60,16,54,61,36
"Cluster_906",10,22,2,13,25,13
"Cluster_907",12,34,2,22,33,13
"Cluster_908",2,16,0,14,75,7
"Cluster_909",6,15,3,12,26,7
"Cluster_910",8,13,0,2,10,5
"Cluster_911",11,47,0,18,40,9
"Cluster_912",4,15,2,3,12,1
"Cluster_913",7,87,5,30,69,15
"Cluster_914",2,12,1,2,2,2
"Cluster_915",1,22,3,4,20,4
"Cluster_916",5,27,1,23,25,19
"Cluster_917",2,12,3,6,11,4
"Cluster_918",3,15,0,11,9,10
"Cluster_919",8,11,4,5,18,7
"Cluster_920",1,16,1,10,23,6
"Cluster_921",13,18,1,14,13,16
"Cluster_922",21,62,5,45,54,20
"Cluster_923",7,6,0,7,6,3
"Cluster_924",4,12,1,7,5,4
"Cluster_925",4,14,3,7,1,1
"Cluster_926",1,6,35,4,1,0
"Cluster_927",2,21,5,6,13,11
"Cluster_928",2,18,0,14,21,9
"Cluster_929",3,13,1,4,12,3
"Cluster_930",4,12,2,5,22,8
"Cluster_931",31,76,15,35,58,32
"Cluster_932",9,25,4,21,35,23
"Cluster_933",7,11,3,7,14,8
"Cluster_934",27,77,14,32,63,21
"Cluster_935",5,33,1,19,43,15
"Cluster_936",8,47,2,31,42,19
"Cluster_937",3,15,1,10,15,5
"Cluster_938",7,14,1,11,8,1
"Cluster_939",2,21,2,10,25,9
"Cluster_940",6,16,0,10,8,7
"Cluster_941",2,17,1,8,14,5
"Cluster_942",14,72,8,46,80,37
"Cluster_943",4,30,3,7,18,5
"Cluster_944",10,28,2,29,131,41
"Cluster_945",3,18,1,2,9,5
"Cluster_946",8,7,2,8,23,5
"Cluster_947",7,14,1,10,29,2
"Cluster_948",14,27,21,13,27,11
"Cluster_949",1389,3351,486,2409,2624,1478
"Cluster_950",4,29,4,13,14,12
"Cluster_951",17,90,8,48,136,115
"Cluster_952",7,15,0,2,5,2
"Cluster_953",3,19,3,11,13,9
"Cluster_954",3,15,0,6,6,8
"Cluster_955",1,18,0,7,15,9
"Cluster_956",4,27,4,11,16,12
"Cluster_957",11,28,6,17,19,5
"Cluster_958",7,10,3,6,6,2
"Cluster_959",2,17,0,6,9,4
"Cluster_960",4,20,3,5,37,15
"Cluster_961",7,15,0,15,13,5
"Cluster_962",7,24,5,9,31,7
"Cluster_963",11,39,1,27,41,10
"Cluster_964",10,31,1,11,28,11
"Cluster_965",6,13,4,10,5,6
"Cluster_966",9,47,2,43,69,32
"Cluster_967",20,144,16,127,220,80
"Cluster_968",5,13,1,17,18,7
"Cluster_969",18,75,15,54,83,43
"Cluster_970",103,284,43,159,218,159
"Cluster_971",40,191,11,160,250,91
"Cluster_972",4,27,5,21,33,7
"Cluster_973",19,9,0,20,102,0
"Cluster_974",4,15,5,3,0,2
"Cluster_975",34,130,5,47,103,33
"Cluster_976",5,23,5,14,30,8
"Cluster_977",15,55,6,20,52,18
"Cluster_978",97,170,50,108,127,69
"Cluster_979",14,53,9,12,14,16
"Cluster_980",4,14,3,2,5,2
"Cluster_981",70,216,59,110,200,75
"Cluster_982",11,13,4,9,9,7
"Cluster_983",1,15,0,7,7,2
"Cluster_984",1,25,7,10,21,14
"Cluster_985",8,30,9,33,52,21
"Cluster_986",834,887,716,478,558,210
"Cluster_987",164,231,72,123,124,74
"Cluster_988",4,15,0,5,6,0
"Cluster_989",7,29,2,7,20,7
"Cluster_990",5,10,1,6,4,12
"Cluster_991",0,58,0,13,31,1
"Cluster_992",14,106,4,64,163,52
"Cluster_993",10,56,5,39,120,36
"Cluster_994",6,39,1,14,49,13
"Cluster_995",12,46,9,45,67,21
"Cluster_996",15,84,4,31,77,25
"Cluster_997",0,18,0,2,4,2
"Cluster_998",10,14,3,2,5,2
"Cluster_999",4,15,2,2,10,1
"Cluster_1000",14,66,1,29,48,16
"Cluster_1001",76,193,30,90,140,59
"Cluster_1002",7,96,11,31,51,20
"Cluster_1003",13,116,14,42,82,36
"Cluster_1004",2,45,7,24,70,36
"Cluster_1005",38,170,15,86,147,70
"Cluster_1006",3,20,3,14,7,11
"Cluster_1007",8,25,2,2,6,6
"Cluster_1008",10,22,2,4,16,7
"Cluster_1009",24,51,18,18,28,16
"Cluster_1010",16,62,3,24,49,17
"Cluster_1011",3,13,0,5,11,5
"Cluster_1012",19,133,13,70,148,66
"Cluster_1013",49,153,18,70,134,51
"Cluster_1014",4,25,5,19,24,11
"Cluster_1015",17,82,8,35,61,26
"Cluster_1016",6,65,6,27,48,25
"Cluster_1017",0,8,11,1,8,2
"Cluster_1018",6,20,9,6,8,4
"Cluster_1019",10,26,4,10,6,8
"Cluster_1020",32,125,10,66,133,48
"Cluster_1021",691,913,266,834,1874,625
"Cluster_1022",15,30,0,28,35,19
"Cluster_1023",3,27,2,18,28,5
"Cluster_1024",11,32,3,35,53,18
"Cluster_1025",8,32,3,22,29,13
"Cluster_1026",5,33,3,20,58,15
"Cluster_1027",7,18,4,7,19,3
"Cluster_1028",5,15,1,8,12,6
"Cluster_1029",8,29,5,15,28,9
"Cluster_1030",9,4,4,2,1,6
"Cluster_1031",5,32,5,26,46,24
"Cluster_1032",5,33,1,16,32,12
"Cluster_1033",1,11,2,10,10,6
"Cluster_1034",3,15,1,7,11,5
"Cluster_1035",3,19,3,10,5,9
"Cluster_1036",14,9,2,16,7,6
"Cluster_1037",23,16,20,18,9,23
"Cluster_1038",17,11,19,16,16,22
"Cluster_1039",10,11,1,11,10,8
"Cluster_1040",1,10,28,1,2,11
"Cluster_1041",37,106,13,62,129,58
"Cluster_1042",7,29,1,30,71,29
"Cluster_1043",9,39,4,11,31,13
"Cluster_1044",21,34,4,9,39,5
"Cluster_1045",22,37,7,11,31,4
"Cluster_1046",5,15,1,11,8,13
"Cluster_1047",23,25,11,15,354,53
"Cluster_1048",6,15,1,26,106,27
"Cluster_1049",10,35,3,154,163,122
"Cluster_1050",4,12,4,76,64,66
"Cluster_1051",15,31,0,5,26,22
"Cluster_1052",8,24,6,13,13,4
"Cluster_1053",30,44,7,77,139,40
"Cluster_1054",17,23,4,52,95,27
"Cluster_1055",5,23,3,38,72,21
"Cluster_1056",9,25,21,18,46,27
"Cluster_1057",2,14,3,8,19,4
"Cluster_1058",8,18,4,11,19,14
"Cluster_1059",12,30,6,11,12,6
"Cluster_1060",37,86,11,49,63,32
"Cluster_1061",16,18,4,9,11,8
"Cluster_1062",6,28,2,29,62,22
"Cluster_1063",0,22,0,2,1,1
"Cluster_1064",10,18,5,11,22,7
"Cluster_1065",9,31,3,16,30,14
"Cluster_1066",27,70,13,44,88,34
"Cluster_1067",9,29,6,18,30,6
"Cluster_1068",4,25,9,11,10,12
"Cluster_1069",10,24,5,14,19,6
"Cluster_1070",8,42,9,29,71,21
"Cluster_1071",5,23,2,14,32,2
"Cluster_1072",8,35,6,26,144,30
"Cluster_1073",657,3175,331,884,1711,711
"Cluster_1074",4,27,2,8,16,5
"Cluster_1075",13,26,5,14,21,19
"Cluster_1076",9,38,10,6,21,6
"Cluster_1077",4,11,1,8,10,6
"Cluster_1078",4,13,2,2,8,3
"Cluster_1079",8,36,2,18,64,12
"Cluster_1080",24,42,2,35,26,19
"Cluster_1081",9,29,1,16,24,6
"Cluster_1082",11,30,4,15,12,15
"Cluster_1083",22,41,13,8,21,17
"Cluster_1084",1,19,4,15,14,8
"Cluster_1085",37,171,15,131,182,100
"Cluster_1086",92,466,30,316,572,214
"Cluster_1087",6,43,1,42,52,19
"Cluster_1088",66,214,15,170,569,268
"Cluster_1089",15,66,7,34,51,41
"Cluster_1090",5,49,4,18,44,19
"Cluster_1091",5,21,0,4,11,4
"Cluster_1092",19,53,6,47,80,36
"Cluster_1093",31,116,10,120,214,66
"Cluster_1094",26,53,16,44,44,36
"Cluster_1095",3,24,0,10,23,4
"Cluster_1096",7,14,2,9,21,13
"Cluster_1097",5,32,2,19,28,4
"Cluster_1098",7,69,7,106,173,86
"Cluster_1099",6,36,3,50,79,24
"Cluster_1100",6,14,2,13,21,8
"Cluster_1101",5,12,4,9,11,4
"Cluster_1102",3,24,0,13,18,5
"Cluster_1103",3,21,2,23,26,15
"Cluster_1104",9,34,3,25,20,16
"Cluster_1105",87,69,20,37,134,46
"Cluster_1106",117,485,75,567,1028,406
"Cluster_1107",4,9,2,8,5,4
"Cluster_1108",8,25,1,28,37,12
"Cluster_1109",50,103,20,214,1182,345
"Cluster_1110",4,18,0,62,45,37
"Cluster_1111",2,18,0,38,61,41
"Cluster_1112",8,17,0,39,50,24
"Cluster_1113",25,130,14,443,528,313
"Cluster_1114",37,5,7,0,21,3
"Cluster_1115",36,21,18,9,31,23
"Cluster_1116",3427,4917,2087,1921,6708,2529
"Cluster_1117",35,260,9,100,68,58
"Cluster_1118",61,425,10,108,128,72
"Cluster_1119",181,560,33,165,184,97
"Cluster_1120",17,77,12,18,23,15
"Cluster_1121",12,47,5,3,16,12
"Cluster_1122",5,21,5,18,24,11
"Cluster_1123",4,25,0,4,1,3
"Cluster_1124",28,129,6,10,21,8
"Cluster_1125",45,307,8,223,877,154
"Cluster_1126",1,31,3,0,4,4
"Cluster_1127",14,102,3,65,111,39
"Cluster_1128",7,36,2,16,27,4
"Cluster_1129",6,31,3,10,37,7
"Cluster_1130",12,99,1,0,163,35
"Cluster_1131",5,18,4,7,52,5
"Cluster_1132",1114,1539,556,752,1186,618
"Cluster_1133",19,33,3,91,80,67
"Cluster_1134",12,53,5,36,73,15
"Cluster_1135",4,41,13,19,32,21
"Cluster_1136",115,336,43,178,289,110
"Cluster_1137",3,11,2,2,1,2
"Cluster_1138",8,19,2,11,27,8
"Cluster_1139",47,183,38,106,181,70
"Cluster_1140",42,200,18,113,187,97
"Cluster_1141",87,126,3,151,158,160
"Cluster_1142",0,17,0,2,3,0
"Cluster_1143",18,5,0,21,23,13
"Cluster_1144",4,20,2,13,28,3
"Cluster_1145",3,22,1,13,24,15
"Cluster_1146",27085,53633,4201,18930,20439,14310
"Cluster_1147",1,14,0,13,10,9
"Cluster_1148",3,21,1,9,13,7
"Cluster_1149",736,2808,225,1547,3366,1341
"Cluster_1150",7,19,1,8,13,3
"Cluster_1151",4,16,6,17,9,5
"Cluster_1152",99,431,38,287,524,190
"Cluster_1153",15,54,4,43,71,34
"Cluster_1154",54,108,17,113,315,111
"Cluster_1155",14,77,3,85,262,88
"Cluster_1156",3,20,1,7,13,9
"Cluster_1157",267,351,90,234,404,198
"Cluster_1158",5,18,3,3,5,6
"Cluster_1159",124,505,39,190,339,136
"Cluster_1160",6,17,31,4,2,2
"Cluster_1161",118,511,34,355,539,286
"Cluster_1162",6,9,1,10,12,8
"Cluster_1163",2,13,2,6,11,5
"Cluster_1164",6,35,5,18,24,7
"Cluster_1165",1,27,6,7,21,4
"Cluster_1166",14,35,9,12,14,5
"Cluster_1167",35,137,13,51,65,39
"Cluster_1168",11,17,3,5,5,9
"Cluster_1169",8,40,2,44,97,43
"Cluster_1170",7,40,6,38,38,10
"Cluster_1171",1,12,2,8,6,1
"Cluster_1172",79,166,28,68,131,53
"Cluster_1173",32,89,5,38,126,48
"Cluster_1174",2,15,1,10,8,6
"Cluster_1175",21,53,11,36,39,24
"Cluster_1176",5,5,85,0,13,0
"Cluster_1177",2,12,3,7,11,1
"Cluster_1178",9,23,6,13,22,8
"Cluster_1179",1,18,1,4,10,3
"Cluster_1180",5,16,2,9,6,6
"Cluster_1181",2,13,1,7,15,3
"Cluster_1182",9,47,6,17,36,14
"Cluster_1183",30,116,8,51,47,42
"Cluster_1184",5,26,1,13,21,2
"Cluster_1185",221,745,65,205,436,180
"Cluster_1186",5,20,4,11,9,2
"Cluster_1187",52,171,43,39,49,21
"Cluster_1188",334,1070,223,273,463,225
"Cluster_1189",9,15,14,32,369,83
"Cluster_1190",4,13,1,3,12,5
"Cluster_1191",14,50,9,33,39,20
"Cluster_1192",17,115,5,62,94,44
"Cluster_1193",3,15,0,4,11,4
"Cluster_1194",10,82,6,29,33,23
"Cluster_1195",8,39,4,12,33,16
"Cluster_1196",14,15,5,6,4,6
"Cluster_1197",285,543,64,231,699,159
"Cluster_1198",10,10,1,31,44,16
"Cluster_1199",1028,2202,202,2105,3929,1458
"Cluster_1200",5,14,2,6,18,1
"Cluster_1201",1,23,14,8,0,18
"Cluster_1202",7,23,3,3,24,9
"Cluster_1203",11,48,2,34,62,28
"Cluster_1204",8,20,1,15,25,9
"Cluster_1205",6,30,5,18,52,17
"Cluster_1206",3,15,3,9,15,8
"Cluster_1207",11,65,4,34,53,32
"Cluster_1208",5,16,0,4,9,2
"Cluster_1209",3,18,1,6,20,9
"Cluster_1210",34,176,79,31,309,61
"Cluster_1211",4,26,1,18,22,12
"Cluster_1212",15,38,4,32,70,48
"Cluster_1213",2,17,0,14,22,6
"Cluster_1214",7,26,0,12,26,7
"Cluster_1215",8,17,5,20,33,12
"Cluster_1216",14,62,10,36,66,20
"Cluster_1217",141,429,43,324,352,146
"Cluster_1218",2,17,1,3,19,4
"Cluster_1219",14,11,0,1,11,1
"Cluster_1220",8,23,0,12,35,9
"Cluster_1221",4,27,0,16,33,15
"Cluster_1222",3,23,3,11,36,5
"Cluster_1223",4,20,1,9,29,11
"Cluster_1224",1,15,2,21,21,8
"Cluster_1225",5,8,5,10,19,4
"Cluster_1226",22,27,11,21,31,14
"Cluster_1227",4,13,2,9,8,4
"Cluster_1228",0,16,2,13,21,4
"Cluster_1229",3,14,0,5,8,5
"Cluster_1230",3,25,2,5,19,15
"Cluster_1231",9,25,0,5,13,4
"Cluster_1232",12,47,7,31,51,10
"Cluster_1233",32,95,7,48,61,34
"Cluster_1234",8,35,10,14,18,10
"Cluster_1235",42,166,29,146,229,86
"Cluster_1236",4,23,3,19,35,22
"Cluster_1237",33,65,16,46,75,26
"Cluster_1238",3,22,7,19,24,5
"Cluster_1239",176,345,139,153,203,102
"Cluster_1240",10,11,2,6,4,5
"Cluster_1241",23,79,15,58,451,68
"Cluster_1242",94,215,41,183,311,140
"Cluster_1243",14,53,1,33,57,15
"Cluster_1244",154,782,51,738,1541,530
"Cluster_1245",40,66,0,11,186,16
"Cluster_1246",29,51,9,28,29,11
"Cluster_1247",89,274,52,131,234,112
"Cluster_1248",6,22,2,4,12,2
"Cluster_1249",10,19,1,6,17,2
"Cluster_1250",5,33,4,7,19,10
"Cluster_1251",7,21,4,10,11,3
"Cluster_1252",6,13,2,7,3,4
"Cluster_1253",39,96,21,38,55,29
"Cluster_1254",5,17,2,9,10,10
"Cluster_1255",11,43,0,8,10,7
"Cluster_1256",1,14,5,15,26,7
"Cluster_1257",1,18,0,10,20,5
"Cluster_1258",39,90,12,53,146,48
"Cluster_1259",4,19,3,2,15,8
"Cluster_1260",8,25,1,11,16,6
"Cluster_1261",2,18,2,8,17,3
"Cluster_1262",49,155,33,68,104,47
"Cluster_1263",2,16,0,6,4,1
"Cluster_1264",94,458,30,84,292,99
"Cluster_1265",16,73,4,54,70,34
"Cluster_1266",13,83,11,60,102,34
"Cluster_1267",14,40,2,44,50,10
"Cluster_1268",8,61,6,57,80,33
"Cluster_1269",4,47,3,19,38,21
"Cluster_1270",18,87,7,70,93,54
"Cluster_1271",6,10,0,2,3,2
"Cluster_1272",18,142,8,30,73,33
"Cluster_1273",1,17,2,5,14,5
"Cluster_1274",5,9,2,3,9,2
"Cluster_1275",8,17,0,10,93,6
"Cluster_1276",1,13,1,10,16,4
"Cluster_1277",4,25,3,6,42,18
"Cluster_1278",8,47,9,18,66,14
"Cluster_1279",5,12,2,6,6,2
"Cluster_1280",6,17,2,14,18,10
"Cluster_1281",12,67,9,27,111,26
"Cluster_1282",6,53,3,36,87,23
"Cluster_1283",14,57,4,68,100,34
"Cluster_1284",4,33,3,48,88,31
"Cluster_1285",9,63,3,42,83,41
"Cluster_1286",6,21,1,5,7,3
"Cluster_1287",4,10,2,4,13,4
"Cluster_1288",2,35,6,30,24,9
"Cluster_1289",8,48,1,26,24,17
"Cluster_1290",9,18,2,24,12,5
"Cluster_1291",40,117,17,64,101,47
"Cluster_1292",50,181,14,149,273,116
"Cluster_1293",5,34,3,28,56,25
"Cluster_1294",27,154,16,60,197,57
"Cluster_1295",16,51,12,19,41,17
"Cluster_1296",5,14,1,4,10,1
"Cluster_1297",12,40,0,18,40,15
"Cluster_1298",9,54,2,11,52,22
"Cluster_1299",5,11,2,8,9,8
"Cluster_1300",13,49,4,23,32,14
"Cluster_1301",9,26,1,4,14,7
"Cluster_1302",7,38,206,24,10,27
"Cluster_1303",0,14,2,0,0,0
"Cluster_1304",47,195,13,93,202,86
"Cluster_1305",15,40,4,18,61,19
"Cluster_1306",6,34,0,15,10,10
"Cluster_1307",5,28,0,11,13,10
"Cluster_1308",15,35,3,17,7,13
"Cluster_1309",7,8,1,6,1,4
"Cluster_1310",6,22,1,7,13,6
"Cluster_1311",4,23,2,13,7,3
"Cluster_1312",8,20,3,10,10,9
"Cluster_1313",52,137,19,124,187,89
"Cluster_1314",85,182,27,181,352,127
"Cluster_1315",27,109,13,63,126,53
"Cluster_1316",2,14,0,5,12,7
"Cluster_1317",37,47,10,33,27,12
"Cluster_1318",8,40,6,23,35,14
"Cluster_1319",3,14,2,4,10,6
"Cluster_1320",2,12,0,4,7,4
"Cluster_1321",125,379,69,143,231,96
"Cluster_1322",15,22,5,31,29,14
"Cluster_1323",20,90,10,79,142,53
"Cluster_1324",39,118,14,93,186,61
"Cluster_1325",5,34,2,29,27,16
"Cluster_1326",7,13,1,4,19,2
"Cluster_1327",8,29,4,19,27,10
"Cluster_1328",4,17,4,9,19,7
"Cluster_1329",8,26,3,55,86,36
"Cluster_1330",20,26,3,74,95,40
"Cluster_1331",12,48,4,25,60,18
"Cluster_1332",4,20,0,10,15,7
"Cluster_1333",2,25,0,8,24,9
"Cluster_1334",4,21,0,13,9,6
"Cluster_1335",7,42,1,21,36,13
"Cluster_1336",11,60,4,48,77,21
"Cluster_1337",2,16,3,10,29,16
"Cluster_1338",15,33,8,25,29,15
"Cluster_1339",2,28,0,2,11,6
"Cluster_1340",3,11,2,6,9,6
"Cluster_1341",3,18,2,7,13,3
"Cluster_1342",5,14,2,13,18,3
"Cluster_1343",3,14,3,7,4,6
"Cluster_1344",3,18,1,9,12,10
"Cluster_1345",108,424,61,346,958,309
"Cluster_1346",33,119,17,76,121,44
"Cluster_1347",6,45,0,18,40,17
"Cluster_1348",5,78,4,35,46,29
"Cluster_1349",8,57,7,37,60,20
"Cluster_1350",5,56,3,13,33,19
"Cluster_1351",8,74,6,31,45,36
"Cluster_1352",8,39,4,15,50,20
"Cluster_1353",19,31,1,19,38,7
"Cluster_1354",59,156,22,104,159,104
"Cluster_1355",7,9,2,4,14,2
"Cluster_1356",2,20,3,8,10,4
"Cluster_1357",4,18,0,2,16,3
"Cluster_1358",5,21,2,18,21,6
"Cluster_1359",14,64,7,32,35,20
"Cluster_1360",19,58,9,29,39,19
"Cluster_1361",4,11,2,0,0,1
"Cluster_1362",1547,6191,0,8543,6056,3678
"Cluster_1363",9,7,6,5,21,9
"Cluster_1364",4,13,4,21,24,10
